ID	BK	SR	Month	Country	Project	Samples	Lat	CoordY	CoordX	Vegetation	Diversity	Temp	Prec		
PL4088	PL09	SR05	01/07/2023	Poland	INSIGNIA-EU	Yes	53	53	20.71583333	Agricultural	Medium	20.30000114	51.90000153		
PL4089	PL09	SR06	15/07/2023	Poland	INSIGNIA-EU	Yes	53	53	20.71583333	Agricultural	Medium	20.30000114	51.90000153		
PL4090	PL09	SR07	29/07/2023	Poland	INSIGNIA-EU	Yes	53	53	20.71583333	Agricultural	Medium	20.30000114	51.90000153		
PL4091	PL09	SR08	12/08/2023	Poland	INSIGNIA-EU	Yes	53	53	20.71583333	Agricultural	Medium	21.10000038	90.20000458		
PL4092	PL09	SR09	25/08/2023	Poland	INSIGNIA-EU	Yes	53	53	20.71583333	Agricultural	Medium	21.10000038	90.20000458		
PL4093	PL12	SR04	15/06/2023	Poland	INSIGNIA-EU	Yes	52	52	21.76679167	Agricultural	Medium	18.10000038	57.79999924		
PL4094	PL12	SR05	30/06/2023	Poland	INSIGNIA-EU	Yes	52	52	21.76679167	Agricultural	Medium	18.10000038	57.79999924		
PL4095	PL12	SR06	16/07/2023	Poland	INSIGNIA-EU	Yes	52	52	21.76679167	Agricultural	Medium	20.70000076	63		
PL4096	PL12	SR07	29/07/2023	Poland	INSIGNIA-EU	Yes	52	52	21.76679167	Agricultural	Medium	20.70000076	63		
PL4097	PL12	SR08	10/08/2023	Poland	INSIGNIA-EU	Yes	52	52	21.76679167	Agricultural	Medium	21	66.20000458		
PL4098	PL12	SR09	26/08/2023	Poland	INSIGNIA-EU	Yes	52	52	21.76679167	Agricultural	Medium	21	66.20000458		
PL4099	PL13	SR04	16/06/2023	Poland	INSIGNIA-EU	Yes	53	53	21.17861111	Agricultural	High	18.60000038	54.40000153		
PL4100	PL13	SR05	29/06/2023	Poland	INSIGNIA-EU	Yes	53	53	21.17861111	Agricultural	High	18.60000038	54.40000153		
PL4101	PL13	SR06	14/07/2023	Poland	INSIGNIA-EU	Yes	53	53	21.17861111	Agricultural	High	20.60000038	51.40000153		
PL4102	PL13	SR07	28/07/2023	Poland	INSIGNIA-EU	Yes	53	53	21.17861111	Agricultural	High	20.60000038	51.40000153		
PL4103	PL13	SR08	10/08/2023	Poland	INSIGNIA-EU	Yes	53	53	21.17861111	Agricultural	High	21.30000114	80.70000458		
PL4104	PL13	SR09	25/08/2023	Poland	INSIGNIA-EU	Yes	53	53	21.17861111	Agricultural	High	21.30000114	80.70000458		
PL4105	PL14	SR04	18/06/2023	Poland	INSIGNIA-EU	Yes	54	54	20.36199722	Forest/Natural	High	17.80000114	61		
PL4106	PL14	SR05	29/06/2023	Poland	INSIGNIA-EU	Yes	54	54	20.36199722	Forest/Natural	High	17.80000114	61		
PL4107	PL14	SR06	15/07/2023	Poland	INSIGNIA-EU	Yes	54	54	20.36199722	Forest/Natural	High	19.70000076	58.70000076		
PL4108	PL14	SR08	11/08/2023	Poland	INSIGNIA-EU	Yes	54	54	20.36199722	Forest/Natural	High	20.5	120.5		
PL4109	PL14	SR09	26/08/2023	Poland	INSIGNIA-EU	Yes	54	54	20.36199722	Forest/Natural	High	20.5	120.5		
PL4110	PL15	SR04	16/06/2023	Poland	INSIGNIA-EU	Yes	51	51	22.037825	Agricultural	High	17.80000114	63		
PL4111	PL15	SR05	30/06/2023	Poland	INSIGNIA-EU	Yes	51	51	22.037825	Agricultural	High	17.80000114	63		
PL4112	PL15	SR06	16/07/2023	Poland	INSIGNIA-EU	Yes	51	51	22.037825	Agricultural	High	20.5	70.30000305		
PL4113	PL15	SR07	29/07/2023	Poland	INSIGNIA-EU	Yes	51	51	22.037825	Agricultural	High	20.5	70.30000305		
PL4114	PL15	SR08	10/08/2023	Poland	INSIGNIA-EU	Yes	51	51	22.037825	Agricultural	High	21.10000038	68.5		
PL4115	PL15	SR09	27/08/2023	Poland	INSIGNIA-EU	Yes	51	51	22.037825	Agricultural	High	21.10000038	68.5		
PL4116	PL16	SR04	18/06/2023	Poland	INSIGNIA-EU	Yes	52	52	15.823	Agricultural	High	19.60000038	64.30000305		
PL4117	PL16	SR05	29/06/2023	Poland	INSIGNIA-EU	Yes	52	52	15.823	Agricultural	High	19.60000038	64.30000305		
PL4118	PL16	SR06	15/07/2023	Poland	INSIGNIA-EU	Yes	52	52	15.823	Agricultural	High	21.20000076	66.30000305		
PL4119	PL16	SR07	30/07/2023	Poland	INSIGNIA-EU	Yes	52	52	15.823	Agricultural	High	21.20000076	66.30000305		
PL4120	PL16	SR08	13/08/2023	Poland	INSIGNIA-EU	No	52	52	15.823	Agricultural	High	20.60000038	112.4000015		
PL4121	PL16	SR09	25/08/2023	Poland	INSIGNIA-EU	Yes	52	52	15.823	Agricultural	High	20.60000038	112.4000015		
PL4122	PL18	SR04	15/06/2023	Poland	INSIGNIA-EU	Yes	52	52	16.96941667	Artificial	High	19.39999962	64		
PL4123	PL18	SR05	29/06/2023	Poland	INSIGNIA-EU	Yes	52	52	16.96941667	Artificial	High	19.39999962	64		
PL4124	PL18	SR06	13/07/2023	Poland	INSIGNIA-EU	Yes	52	52	16.96941667	Artificial	High	21.10000038	69.5		
PL4125	PL19	SR01	04/05/2023	Poland	INSIGNIA-EU	Yes	50	50	19.41853056	Forest/Natural	High	11.80000019	93.20000458		
PL4126	PL19	SR04	15/06/2023	Poland	INSIGNIA-EU	Yes	50	50	19.41853056	Forest/Natural	High	16.20000076	108.4000015		
PL4127	PL19	SR05	29/06/2023	Poland	INSIGNIA-EU	Yes	50	50	19.41853056	Forest/Natural	High	16.20000076	108.4000015		
PL4128	PL19	SR06	13/07/2023	Poland	INSIGNIA-EU	No	50	50	19.41853056	Forest/Natural	High	19.20000076	158.6000061		
PL4129	PL19	SR07	22/07/2023	Poland	INSIGNIA-EU	Yes	50	50	19.41853056	Forest/Natural	High	19.20000076	158.6000061		
PL4130	PL19	SR08	10/08/2023	Poland	INSIGNIA-EU	Yes	50	50	19.41853056	Forest/Natural	High	18.89999962	181.4000092		
PL4131	PL19	SR09	24/08/2023	Poland	INSIGNIA-EU	Yes	50	50	19.41853056	Forest/Natural	High	18.89999962	181.4000092		
PL4132	PL20	SR04	15/06/2023	Poland	INSIGNIA-EU	Yes	51	51	21.82399167	Agricultural	Medium	18	59.20000076		
PL4133	PL20	SR05	29/06/2023	Poland	INSIGNIA-EU	Yes	51	51	21.82399167	Agricultural	Medium	18	59.20000076		
PL4134	PL20	SR06	14/07/2023	Poland	INSIGNIA-EU	Yes	51	51	21.82399167	Agricultural	Medium	20.5	68.80000305		
PL4135	PL20	SR07	30/07/2023	Poland	INSIGNIA-EU	Yes	51	51	21.82399167	Agricultural	Medium	20.5	68.80000305		
PL4136	PL20	SR08	10/08/2023	Poland	INSIGNIA-EU	No	51	51	21.82399167	Agricultural	Medium	21.20000076	70.09999847		
PL4137	PL20	SR09	25/08/2023	Poland	INSIGNIA-EU	Yes	51	51	21.82399167	Agricultural	Medium	21.20000076	70.09999847		
SK4138	SK01	SR07	30/07/2023	Slovakia	INSIGNIA-EU	Yes	49	49	19.32933333	Agricultural	Medium	18.5	141.4000092		
SK4139	SK01	SR08	13/08/2023	Slovakia	INSIGNIA-EU	Yes	49	49	19.32933333	Agricultural	Medium	18.30000114	148.8000031		
SK4140	SK01	SR09	27/08/2023	Slovakia	INSIGNIA-EU	Yes	49	49	19.32933333	Agricultural	Medium	18.30000114	148.8000031		
SK4141	SK02	SR07	29/07/2023	Slovakia	INSIGNIA-EU	Yes	48	48	19.454	Forest/Natural	Low	21.30000114	95.40000153		
SK4142	SK02	SR08	13/08/2023	Slovakia	INSIGNIA-EU	Yes	48	48	19.454	Forest/Natural	Low	21.10000038	107		
SK4143	SK02	SR09	25/08/2023	Slovakia	INSIGNIA-EU	Yes	48	48	19.454	Forest/Natural	Low	21.10000038	107		
SK4144	SK03	SR05	02/07/2023	Slovakia	INSIGNIA-EU	No	48	48	17.32258333	Agricultural	Medium	19.30000114	129.6000061		
SK4145	SK03	SR07	30/07/2023	Slovakia	INSIGNIA-EU	Yes	48	48	17.32258333	Agricultural	Medium	19.30000114	129.6000061		
SK4146	SK03	SR08	13/08/2023	Slovakia	INSIGNIA-EU	Yes	48	48	17.32258333	Agricultural	Medium	19	144		
SK4147	SK03	SR09	27/08/2023	Slovakia	INSIGNIA-EU	Yes	48	48	17.32258333	Agricultural	Medium	19	144		
SK4148	SK04	SR07	28/07/2023	Slovakia	INSIGNIA-EU	Yes	49	49	18.92036111	Forest/Natural	High	19.30000114	129.6000061		
SK4149	SK04	SR08	12/08/2023	Slovakia	INSIGNIA-EU	Yes	49	49	18.92036111	Forest/Natural	High	19	144		
SK4150	SK04	SR09	24/08/2023	Slovakia	INSIGNIA-EU	Yes	49	49	18.92036111	Forest/Natural	High	19	144		
SK4151	SK05	SR07	30/07/2023	Slovakia	INSIGNIA-EU	Yes	49	49	21.5205	Agricultural	Medium	20	127.4000015		
SK4154	SK07	SR07	30/07/2023	Slovakia	INSIGNIA-EU	No	49	49	21.21508333	Artificial	High	20.60000038	119.3000031		
SK4155	SK07	SR08	12/08/2023	Slovakia	INSIGNIA-EU	Yes	49	49	21.21508333	Artificial	High	20.80000114	89.09999847		
SK4156	SK07	SR09	27/08/2023	Slovakia	INSIGNIA-EU	Yes	49	49	21.21508333	Artificial	High	20.80000114	89.09999847		
SK4157	SK09	SR07	30/07/2023	Slovakia	INSIGNIA-EU	Yes	48	48	18.47583333	Agricultural	Low	22.39999962	85.20000458		
SK4158	SK09	SR08	13/08/2023	Slovakia	INSIGNIA-EU	Yes	48	48	18.47583333	Agricultural	Low	21.80000114	96.30000305		
SK4159	SK09	SR09	27/08/2023	Slovakia	INSIGNIA-EU	Yes	48	48	18.47583333	Agricultural	Low	21.80000114	96.30000305		
SK4160	SK10	SR07	30/07/2023	Slovakia	INSIGNIA-EU	Yes	49	49	21.63138889	Agricultural	Low	21.20000076	114.4000015		
SK4161	SK10	SR08	13/08/2023	Slovakia	INSIGNIA-EU	Yes	49	49	21.63138889	Agricultural	Low	21.80000114	84.59999847		
R4162	RO01	SR07	30/07/2023	Romania	INSIGNIA-EU	Yes	46	46	22.618017	Agricultural	High	21.70000076	85.70000458		
R4163	RO01	SR08	12/08/2023	Romania	INSIGNIA-EU	Yes	46	46	22.618017	Agricultural	High	22	86.59999847		
R4164	RO01	SR09	25/08/2023	Romania	INSIGNIA-EU	Yes	46	46	22.618017	Agricultural	High	22	86.59999847		
R4165	RO02	SR07	29/07/2023	Romania	INSIGNIA-EU	Yes	45	45	22.815789	Agricultural	High	23.5	58.20000076		
R4166	RO02	SR08	11/08/2023	Romania	INSIGNIA-EU	Yes	45	45	22.815789	Agricultural	High	23.60000038	64.90000153		
R4167	RO02	SR09	25/08/2023	Romania	INSIGNIA-EU	Yes	45	45	22.815789	Agricultural	High	23.60000038	64.90000153		
R4168	RO03	SR07	28/07/2023	Romania	INSIGNIA-EU	Yes	47	47	27.04078	Agricultural	High	22.70000076	88		
R4169	RO03	SR08	11/08/2023	Romania	INSIGNIA-EU	Yes	47	47	27.04078	Agricultural	High	23.60000038	38.90000153		
R4170	RO03	SR09	25/08/2023	Romania	INSIGNIA-EU	No	47	47	27.04078	Agricultural	High	23.60000038	38.90000153		
R4171	RO04	SR07	28/07/2023	Romania	INSIGNIA-EU	Yes	45	45	26.080613	Agricultural	High	24.5	84.30000305		
R4172	RO04	SR08	12/08/2023	Romania	INSIGNIA-EU	Yes	45	45	26.080613	Agricultural	High	25.39999962	24.30000114		
R4173	RO04	SR09	25/08/2023	Romania	INSIGNIA-EU	Yes	45	45	26.080613	Agricultural	High	25.39999962	24.30000114		
R4174	RO05	SR07	29/07/2023	Romania	INSIGNIA-EU	Yes	46	46	24.82003	Artificial	High	21	99.5		
R4175	RO05	SR08	11/08/2023	Romania	INSIGNIA-EU	Yes	46	46	24.82003	Artificial	High	21.70000076	60.29999924		
R4176	RO05	SR09	26/08/2023	Romania	INSIGNIA-EU	Yes	46	46	24.82003	Artificial	High	21.70000076	60.29999924		
R4177	RO06	SR07	30/07/2023	Romania	INSIGNIA-EU	Yes	48	48	26.356786	Artificial	High	21.80000114	85.59999847		
R4178	RO06	SR08	11/08/2023	Romania	INSIGNIA-EU	No	48	48	26.356786	Artificial	High	22.60000038	46.90000153		
R4179	RO06	SR09	27/08/2023	Romania	INSIGNIA-EU	Yes	48	48	26.356786	Artificial	High	22.60000038	46.90000153		
R4180	RO07	SR07	29/07/2023	Romania	INSIGNIA-EU	Yes	44	44	27.6686547	Agricultural	Medium	24.89999962	57.90000153		
R4181	RO07	SR08	12/08/2023	Romania	INSIGNIA-EU	Yes	44	44	27.6686547	Agricultural	Medium	25.89999962	15.5		
R4182	RO07	SR09	26/08/2023	Romania	INSIGNIA-EU	Yes	44	44	27.6686547	Agricultural	Medium	25.89999962	15.5		
R4183	RO08	SR07	28/07/2023	Romania	INSIGNIA-EU	Yes	45	45	28.254001	Agricultural	Medium	24.60000038	59.40000153		
R4184	RO08	SR08	12/08/2023	Romania	INSIGNIA-EU	Yes	45	45	28.254001	Agricultural	Medium	25.60000038	13.69999981		
R4185	RO08	SR09	26/08/2023	Romania	INSIGNIA-EU	Yes	45	45	28.254001	Agricultural	Medium	25.60000038	13.69999981		
R4186	RO09	SR07	30/07/2023	Romania	INSIGNIA-EU	No	47	47	21.95530122	Artificial	High	23.39999962	73.90000153		
R4187	RO09	SR08	12/08/2023	Romania	INSIGNIA-EU	Yes	47	47	21.95530122	Artificial	High	23.5	71.70000458		
R4188	RO09	SR09	24/08/2023	Romania	INSIGNIA-EU	Yes	47	47	21.95530122	Artificial	High	23.5	71.70000458		
R4189	RO10	SR07	29/07/2023	Romania	INSIGNIA-EU	Yes	45	45	24.25997222	Forest/Natural	Medium	20.89999962	96.80000305		
R4190	RO10	SR08	11/08/2023	Romania	INSIGNIA-EU	Yes	45	45	24.25997222	Forest/Natural	Medium	21.20000076	63.20000076		
R4191	RO10	SR09	27/08/2023	Romania	INSIGNIA-EU	No	45	45	24.25997222	Forest/Natural	Medium	21.20000076	63.20000076		
R4193	RO11	SR08	14/08/2023	Romania	INSIGNIA-EU	Yes	46	46	21.443745	Agricultural	Low	24.20000076	72.80000305		
R4194	RO11	SR09	27/08/2023	Romania	INSIGNIA-EU	Yes	46	46	21.443745	Agricultural	Low	24.20000076	72.80000305		
R4195	RO12	SR07	30/07/2023	Romania	INSIGNIA-EU	No	44	44	25.2755	Agricultural	Low	24.80000114	66.40000153		
R4196	RO12	SR08	12/08/2023	Romania	INSIGNIA-EU	Yes	44	44	25.2755	Agricultural	Low	25.39999962	27.20000076		
R4197	RO12	SR09	25/08/2023	Romania	INSIGNIA-EU	Yes	44	44	25.2755	Agricultural	Low	25.39999962	27.20000076		
R4198	RO13	SR07	30/07/2023	Romania	INSIGNIA-EU	Yes	45	45	21.727906	Forest/Natural	Low	23.20000076	68.30000305		
R4199	RO13	SR08	13/08/2023	Romania	INSIGNIA-EU	Yes	45	45	21.727906	Forest/Natural	Low	23.30000114	83.30000305		
R4200	RO13	SR09	25/08/2023	Romania	INSIGNIA-EU	Yes	45	45	21.727906	Forest/Natural	Low	23.30000114	83.30000305		
R4201	RO14	SR07	30/07/2023	Romania	INSIGNIA-EU	Yes	47	47	24.50166667	Forest/Natural	Medium	18.30000114	105.9000015		
R4202	RO14	SR08	11/08/2023	Romania	INSIGNIA-EU	Yes	47	47	24.50166667	Forest/Natural	Medium	19.30000114	82		
R4203	RO14	SR09	25/08/2023	Romania	INSIGNIA-EU	No	47	47	24.50166667	Forest/Natural	Medium	19.30000114	82		
R4204	RO15	SR07	29/07/2023	Romania	INSIGNIA-EU	Yes	47	47	24.50166667	Forest/Natural	Medium	18.30000114	105.9000015		
R4205	RO15	SR08	10/08/2023	Romania	INSIGNIA-EU	Yes	47	47	24.50166667	Forest/Natural	Medium	19.30000114	82		
R4206	RO15	SR09	27/08/2023	Romania	INSIGNIA-EU	Yes	47	47	24.50166667	Forest/Natural	Medium	19.30000114	82		
HR4207	HR01	SR07	28/07/2023	Croatia	INSIGNIA-EU	No	44	44	14.688333	Forest/Natural	Low	25.60000038	56.79999924		
D158N2	0	0	0	Denmark	Control	Yes	0	0	0	0	0	0	0		
IR792N2	0	0	0	Ireland	Control	Yes	0	0	0	0	0	0	0		
F426N2	0	0	0	France	Control	Yes	0	0	0	0	0	0	0		
HR4208	HR01	SR08	11/08/2023	Croatia	INSIGNIA-EU	Yes	44	44	14.688333	Forest/Natural	Low	24.80000114	150.5		
HR4209	HR01	SR09	26/08/2023	Croatia	INSIGNIA-EU	Yes	44	44	14.688333	Forest/Natural	Low	24.80000114	150.5		
HR4210	HR03	SR07	29/07/2023	Croatia	INSIGNIA-EU	Yes	46	46	14.6175996	Forest/Natural	Medium	20.39999962	136.6000061		
HR4211	HR03	SR08	13/08/2023	Croatia	INSIGNIA-EU	Yes	46	46	14.6175996	Forest/Natural	Medium	19.39999962	244.5		
HR4212	HR03	SR09	24/08/2023	Croatia	INSIGNIA-EU	Yes	46	46	14.6175996	Forest/Natural	Medium	19.39999962	244.5		
HR4213	HR04	SR07	29/07/2023	Croatia	INSIGNIA-EU	Yes	44	44	15.401934	Agricultural	High	23.70000076	44.29999924		
HR4214	HR04	SR08	13/08/2023	Croatia	INSIGNIA-EU	Yes	44	44	15.401934	Agricultural	High	23.70000076	144.4000092		
HR4215	HR04	SR09	24/08/2023	Croatia	INSIGNIA-EU	Yes	44	44	15.401934	Agricultural	High	23.70000076	144.4000092		
HR4216	HR05	SR08	13/08/2023	Croatia	INSIGNIA-EU	Yes	45	45	17.568887	Agricultural	High	22.89999962	164.9000092		
HR4217	HR06	SR07	30/08/2023	Croatia	INSIGNIA-EU	Yes	45	45	19.000287	Agricultural	Low	24	135.6000061		
HR4218	HR06	SR08	10/08/2023	Croatia	INSIGNIA-EU	Yes	45	45	19.000287	Agricultural	Low	24	135.6000061		
HR4219	HR06	SR09	27/08/2023	Croatia	INSIGNIA-EU	Yes	45	45	19.000287	Agricultural	Low	24	135.6000061		
HR4220	HR07	SR05	06/07/2023	Croatia	INSIGNIA-EU	Yes	46	46	16.364082	Agricultural	High	23.20000076	142.6000061		
HR4221	HR07	SR06	16/07/2023	Croatia	INSIGNIA-EU	Yes	46	46	16.364082	Agricultural	High	23.20000076	142.6000061		
HR4222	HR07	SR07	30/07/2023	Croatia	INSIGNIA-EU	Yes	46	46	16.364082	Agricultural	High	23.20000076	142.6000061		
HR4223	HR07	SR08	13/08/2023	Croatia	INSIGNIA-EU	Yes	46	46	16.364082	Agricultural	High	22.20000076	193.1999969		
HR4224	HR07	SR09	27/08/2023	Croatia	INSIGNIA-EU	Yes	46	46	16.364082	Agricultural	High	22.20000076	193.1999969		
HR4225	HR08	SR07	29/07/2023	Croatia	INSIGNIA-EU	Yes	46	46	15.926405	Artificial	Low	23.20000076	108.5		
HR4226	HR08	SR08	15/08/2023	Croatia	INSIGNIA-EU	Yes	46	46	15.926405	Artificial	Low	21.89999962	216.8000031		
HR4227	HR08	SR09	26/08/2023	Croatia	INSIGNIA-EU	Yes	46	46	15.926405	Artificial	Low	21.89999962	216.8000031		
HR4228	HR10	SR07	30/07/2023	Croatia	INSIGNIA-EU	No	44	44	16.479725	Artificial	Medium	25.10000038	42.29999924		
HR4229	HR10	SR08	13/08/2023	Croatia	INSIGNIA-EU	Yes	44	44	16.479725	Artificial	Medium	24.30000114	135.6000061		
HR4230	HR10	SR09	27/08/2023	Croatia	INSIGNIA-EU	Yes	44	44	16.479725	Artificial	Medium	24.30000114	135.6000061		
D4233	0	0	0	Denmark	Best	Yes	0	0	0	0	0	0	0		
D4234	0	0	0	Denmark	Best	Yes	0	0	0	0	0	0	0		
IR4235	IE01	SR07	29/07/2023	Ireland	INSIGNIA-EU	Yes	54	54	-8.009566667	Agricultural	Medium	14.40000057	205.9000092		
IR4236	IE01	SR08	10/08/2023	Ireland	INSIGNIA-EU	No	54	54	-8.009566667	Agricultural	Medium	14.60000038	127.7000046		
IR4237	IE01	SR09	24/08/2023	Ireland	INSIGNIA-EU	Yes	54	54	-8.009566667	Agricultural	Medium	14.60000038	127.7000046		
IR4238	IE02	SR07	30/07/2023	Ireland	INSIGNIA-EU	Yes	54	54	-9.001819444	Agricultural	Medium	14.60000038	168.1999969		
IR4239	IE02	SR08	10/08/2023	Ireland	INSIGNIA-EU	Yes	54	54	-9.001819444	Agricultural	Medium	15	121		
IR4240	IE02	SR09	25/08/2023	Ireland	INSIGNIA-EU	Yes	54	54	-9.001819444	Agricultural	Medium	15	121		
IR4241	IE03	SR07	27/07/2023	Ireland	INSIGNIA-EU	Yes	53	53	-8.643619444	Artificial	High	15.60000038	168.4000092		
IR4242	IE03	SR08	10/08/2023	Ireland	INSIGNIA-EU	Yes	53	53	-8.643619444	Artificial	High	16	107.9000015		
IR4243	IE03	SR09	24/08/2023	Ireland	INSIGNIA-EU	Yes	53	53	-8.643619444	Artificial	High	16	107.9000015		
IR4244	IE04	SR07	27/07/2023	Ireland	INSIGNIA-EU	No	52	52	-6.718844444	Agricultural	Medium	15.5	146.4000092		
IR4245	IE04	SR08	11/08/2023	Ireland	INSIGNIA-EU	Yes	52	52	-6.718844444	Agricultural	Medium	16	98.70000458		
IR4246	IE04	SR09	25/08/2023	Ireland	INSIGNIA-EU	Yes	52	52	-6.718844444	Agricultural	Medium	16	98.70000458		
IR4247	IE05	SR07	28/07/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.062311111	Artificial	High	14.90000057	147.1999969		
IR4248	IE05	SR08	11/08/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.062311111	Artificial	High	15.30000019	101.9000015		
IR4249	IE05	SR09	26/08/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.062311111	Artificial	High	15.30000019	101.9000015		
IR4250	IE06	SR07	30/07/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.289933333	Artificial	Medium	14.90000057	147.1999969		
IR4251	IE06	SR08	12/08/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.289933333	Artificial	Medium	15.30000019	101.9000015		
IR4252	IE06	SR09	25/08/2023	Ireland	INSIGNIA-EU	No	53	53	-6.289933333	Artificial	Medium	15.30000019	101.9000015		
IR4253	IE07	SR07	26/07/2023	Ireland	INSIGNIA-EU	Yes	52	52	-9.030088889	Agricultural	Low	14.90000057	183.1000061		
IR4254	IE07	SR08	10/08/2023	Ireland	INSIGNIA-EU	Yes	52	52	-9.030088889	Agricultural	Low	15.40000057	119		
IR4255	IE07	SR09	24/08/2023	Ireland	INSIGNIA-EU	Yes	52	52	-9.030088889	Agricultural	Low	15.40000057	119		
IR4256	IE08	SR07	27/07/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.948916667	Agricultural	High	15.19999981	155.3000031		
IR4257	IE08	SR08	11/08/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.948916667	Agricultural	High	15.5	98.90000153		
IR4258	IE08	SR09	24/08/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.948916667	Agricultural	High	15.5	98.90000153		
IR4259	IE09	SR07	28/07/2023	Ireland	INSIGNIA-EU	Yes	53	53	-8.081063889	Agricultural	Low	15.19999981	170.5		
IR4260	IE09	SR08	11/08/2023	Ireland	INSIGNIA-EU	Yes	53	53	-8.081063889	Agricultural	Low	15.5	106.3000031		
IR4261	IE09	SR09	27/08/2023	Ireland	INSIGNIA-EU	Yes	53	53	-8.081063889	Agricultural	Low	15.5	106.3000031		
IR4262	IE10	SR07	29/07/2023	Ireland	INSIGNIA-EU	Yes	54	54	-6.637511111	Agricultural	High	15.30000019	142.6000061		
IR4263	IE10	SR08	11/08/2023	Ireland	INSIGNIA-EU	Yes	54	54	-6.637511111	Agricultural	High	15.60000038	94.30000305		
IR4264	IE10	SR09	26/08/2023	Ireland	INSIGNIA-EU	Yes	54	54	-6.637511111	Agricultural	High	15.60000038	94.30000305		
M4265	MT01	SR07	28/07/2023	Malta	INSIGNIA-EU	Yes	36	36	14.38614193	Artificial	High	28.5	0.100000001		
M4266	MT01	SR08	13/08/2023	Malta	INSIGNIA-EU	Yes	36	36	14.38614193	Artificial	High	27.39999962	5.200000286		
M4267	MT01	SR09	27/08/2023	Malta	INSIGNIA-EU	Yes	36	36	14.38614193	Artificial	High	27.39999962	5.200000286		
M4268	MT02	SR07	29/07/2023	Malta	INSIGNIA-EU	No	36	36	14.39268145	Agricultural	Low	28.5	0.100000001		
M4269	MT02	SR08	13/08/2023	Malta	INSIGNIA-EU	Yes	36	36	14.39268145	Agricultural	Low	27.39999962	5.200000286		
M4270	MT02	SR09	27/08/2023	Malta	INSIGNIA-EU	Yes	36	36	14.39268145	Agricultural	Low	27.39999962	5.200000286		
M4271	MT03	SR07	29/07/2023	Malta	INSIGNIA-EU	Yes	36	36	14.39719268	Agricultural	Low	28.5	0.100000001		
M4272	MT03	SR08	13/08/2023	Malta	INSIGNIA-EU	Yes	36	36	14.39719268	Agricultural	Low	27.39999962	5.200000286		
M4273	MT03	SR09	27/08/2023	Malta	INSIGNIA-EU	Yes	36	36	14.39719268	Agricultural	Low	27.39999962	5.200000286		
M4274	MT04	SR07	29/07/2023	Malta	INSIGNIA-EU	Yes	36	36	14.408583	Agricultural	Medium	28.5	0.100000001		
M4275	MT04	SR08	13/08/2023	Malta	INSIGNIA-EU	Yes	36	36	14.408583	Agricultural	Medium	27.39999962	5.200000286		
M4276	MT04	SR09	27/08/2023	Malta	INSIGNIA-EU	No	36	36	14.408583	Agricultural	Medium	27.39999962	5.200000286		
M4277	MT05	SR07	29/07/2023	Malta	INSIGNIA-EU	Yes	36	36	14.41273553	Agricultural	High	28.5	0.100000001		
M4278	MT05	SR08	13/08/2023	Malta	INSIGNIA-EU	Yes	36	36	14.41273553	Agricultural	High	27.39999962	5.200000286		
M4279	MT05	SR09	27/08/2023	Malta	INSIGNIA-EU	Yes	36	36	14.41273553	Agricultural	High	27.39999962	5.200000286		
P3245N3	PT01	SR09	26/08/2023	Portugal	INSIGNIA-EU	No	42	42	-8.528722222	Forest/Natural	High	22.20000076	16.10000038		
P3253N3	PT04	SR08	13/08/2023	Portugal	INSIGNIA-EU	No	40	40	-8.414416667	Artificial	High	24.20000076	4.200000286		
P3254N3	PT04	SR09	25/08/2023	Portugal	INSIGNIA-EU	No	40	40	-8.414416667	Artificial	High	24.20000076	4.200000286		
B3511N3	BE04	SR07	27/07/2023	Belgium	INSIGNIA-EU	No	51	51	3.51832	Agricultural	Low	18.89999962	109.9000015		
A3605N3	AT08	SR08	13/08/2023	Austria	INSIGNIA-EU	No	48	48	13.89052	Agricultural	Medium	19.70000076	197.8000031		
DE3695N3	DE17	SR05	02/07/2023	Germany	INSIGNIA-EU	No	50	50	7.475769	Forest/Natural	Medium	18.89999962	117.3000031		
F3839N3	FR16	SR07	27/07/2023	France	INSIGNIA-EU	No	46	46	-1.211152778	Artificial	High	21	36.5		
CZ3926N3	CZ05	SR09	27/08/2023	Czechia	INSIGNIA-EU	No	49	49	16.4512097	Forest/Natural	High	19.39999962	107		
S3939N3	ES01	SR07	30/07/2023	Spain	INSIGNIA-EU	Yes	41	41	2.261719444	Forest/Natural	High	26	17.20000076		
S3949N3	ES04	SR09	27/08/2023	Spain	INSIGNIA-EU	No	40	40	-3.023016667	Forest/Natural	High	26.30000114	0.400000006		
S3991N3	ES19	SR08	13/08/2023	Spain	INSIGNIA-EU	No	41	41	1.759361111	Forest/Natural	High	25.30000114	51.5		
P1427N3	PT03	SR02	18/05/2023	Portugal	INSIGNIA-EU	Yes	42	42	-6.731469444	Agricultural	High	15.19999981	57.5		
