ID	BK	SR	Month	Country	Project	Samples	Lat	CoordY	CoordX	Vegetation	Diversity	Temp	Prec		
IR2084	IE05	SR03	01/06/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.062311111	Artificial	High	15.30000019	53.60000229		
IR2085	IE05	SR04	18/06/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.062311111	Artificial	High	15.30000019	53.60000229		
IR2086	IE06	SR03	01/06/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.289933333	Artificial	Medium	15.30000019	53.60000229		
IR2087	IE06	SR04	17/06/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.289933333	Artificial	Medium	15.30000019	53.60000229		
IR2088	IE07	SR03	02/06/2023	Ireland	INSIGNIA-EU	Yes	52	52	-9.030088889	Agricultural	Low	15.40000057	74.30000305		
IR2089	IE07	SR04	16/06/2023	Ireland	INSIGNIA-EU	Yes	52	52	-9.030088889	Agricultural	Low	15.40000057	74.30000305		
IR2090	IE08	SR03	01/06/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.948916667	Agricultural	High	15.80000019	51.40000153		
IR2091	IE08	SR04	15/06/2023	Ireland	INSIGNIA-EU	Yes	53	53	-6.948916667	Agricultural	High	15.80000019	51.40000153		
IR2092	IE09	SR03	02/06/2023	Ireland	INSIGNIA-EU	Yes	53	53	-8.081063889	Agricultural	Low	15.5	65.09999847		
IR2093	IE09	SR04	18/06/2023	Ireland	INSIGNIA-EU	Yes	53	53	-8.081063889	Agricultural	Low	15.5	65.09999847		
IR2094	IE10	SR03	03/06/2023	Ireland	INSIGNIA-EU	Yes	54	54	-6.637511111	Agricultural	High	15.69999981	57.90000153		
IR2095	IE10	SR04	18/06/2023	Ireland	INSIGNIA-EU	Yes	54	54	-6.637511111	Agricultural	High	15.69999981	57.90000153		
CY2096	CY01	SR03	03/06/2023	Cyprus	INSIGNIA-EU	Yes	35	35	33.76852778	Agricultural	High	25.20000076	2.900000095		
CY2097	CY01	SR04	17/06/2023	Cyprus	INSIGNIA-EU	Yes	35	35	33.76852778	Agricultural	High	25.20000076	2.900000095		
CY2098	CY02	SR03	03/06/2023	Cyprus	INSIGNIA-EU	Yes	35	35	34.05419444	Artificial	Medium	24.89999962	6.200000286		
CY2099	CY02	SR04	17/06/2023	Cyprus	INSIGNIA-EU	Yes	35	35	34.05419444	Artificial	Medium	24.89999962	6.200000286		
CY2100	CY03	SR03	04/06/2023	Cyprus	INSIGNIA-EU	Yes	35	35	33.41258333	Forest/Natural	Medium	23.70000076	6.5		
CY2101	CY03	SR04	17/06/2023	Cyprus	INSIGNIA-EU	Yes	35	35	33.41258333	Forest/Natural	Medium	23.70000076	6.5		
CY2102	CY04	SR03	03/06/2023	Cyprus	INSIGNIA-EU	No	35	35	33.05138889	Agricultural	High	25.20000076	7.099999905		
CY2103	CY04	SR04	18/06/2023	Cyprus	INSIGNIA-EU	Yes	35	35	33.05138889	Agricultural	High	25.20000076	7.099999905		
CY2104	CY05	SR03	01/06/2023	Cyprus	INSIGNIA-EU	Yes	35	35	32.46329722	Agricultural	High	23.20000076	6.599999905		
CY2105	CY05	SR04	15/06/2023	Cyprus	INSIGNIA-EU	Yes	35	35	32.46329722	Agricultural	High	23.20000076	6.599999905		
D2106	DK01	SR03	01/06/2023	Denmark	INSIGNIA-EU	Yes	56	56	11.57672222	Agricultural	High	17.5	24		
D2107	DK01	SR04	16/06/2023	Denmark	INSIGNIA-EU	Yes	56	56	11.57672222	Agricultural	High	17.5	24		
D2108	DK02	SR03	01/06/2023	Denmark	INSIGNIA-EU	Yes	55	55	11.57086111	Agricultural	High	17.39999962	23.30000114		
D2109	DK02	SR04	16/06/2023	Denmark	INSIGNIA-EU	Yes	55	55	11.57086111	Agricultural	High	17.39999962	23.30000114		
D2110	DK03	SR04	18/06/2023	Denmark	INSIGNIA-EU	Yes	56	56	11.92163889	Artificial	High	17.5	24		
D2111	DK04	SR03	04/06/2023	Denmark	INSIGNIA-EU	Yes	56	56	12.29213889	Agricultural	High	17.89999962	23.80000114		
D2112	DK04	SR04	16/06/2023	Denmark	INSIGNIA-EU	Yes	56	56	12.29213889	Agricultural	High	17.89999962	23.80000114		
D2113	DK05	SR03	02/06/2023	Denmark	INSIGNIA-EU	Yes	57	57	9.596416667	Agricultural	Medium	16.89999962	23.89999962		
D2114	DK05	SR04	16/06/2023	Denmark	INSIGNIA-EU	Yes	57	57	9.596416667	Agricultural	Medium	16.89999962	23.89999962		
D2115	DK06	SR03	01/06/2023	Denmark	INSIGNIA-EU	Yes	56	56	11.03769444	Artificial	High	17.20000076	23.10000038		
D2116	DK06	SR04	16/06/2023	Denmark	INSIGNIA-EU	Yes	56	56	11.03769444	Artificial	High	17.20000076	23.10000038		
D2117	DK07	SR01	07/05/2023	Denmark	INSIGNIA-EU	Yes	55	55	9.228916667	Agricultural	Low	11.5	23.70000076		
D2118	DK07	SR02	19/05/2023	Denmark	INSIGNIA-EU	Yes	55	55	9.228916667	Agricultural	Low	11.5	23.70000076		
D2119	DK07	SR03	04/06/2023	Denmark	INSIGNIA-EU	Yes	55	55	9.228916667	Agricultural	Low	16.70000076	27.20000076		
D2120	DK07	SR04	18/06/2023	Denmark	INSIGNIA-EU	Yes	55	55	9.228916667	Agricultural	Low	16.70000076	27.20000076		
D2121	DK08	SR01	04/05/2023	Denmark	INSIGNIA-EU	Yes	56	56	10.71966667	Agricultural	Medium	11.60000038	18.30000114		
D2122	DK08	SR02	20/05/2023	Denmark	INSIGNIA-EU	Yes	56	56	10.71966667	Agricultural	Medium	11.60000038	18.30000114		
D2123	DK08	SR03	02/06/2023	Denmark	INSIGNIA-EU	Yes	56	56	10.71966667	Agricultural	Medium	16.80000114	20.89999962		
D2124	DK08	SR04	18/06/2023	Denmark	INSIGNIA-EU	Yes	56	56	10.71966667	Agricultural	Medium	16.80000114	20.89999962		
D2125	DK09	SR03	01/06/2023	Denmark	INSIGNIA-EU	Yes	56	56	8.264666667	Agricultural	Medium	16.80000114	24.60000038		
D2126	DK09	SR04	15/06/2023	Denmark	INSIGNIA-EU	Yes	56	56	8.264666667	Agricultural	Medium	16.80000114	24.60000038		
D2127	DK10	SR03	01/06/2023	Denmark	INSIGNIA-EU	Yes	56	56	10.16905556	Artificial	High	16.60000038	21.30000114		
D2128	DK10	SR04	15/06/2023	Denmark	INSIGNIA-EU	Yes	56	56	10.16905556	Artificial	High	16.60000038	21.30000114		
SL2136	SL01	SR03	04/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.50399444	Artificial	High	17.5	113.5999985		
SL2137	SL01	SR04	17/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.50399444	Artificial	High	17.5	113.5999985		
SL2138	SL02	SR03	03/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.73604722	Artificial	High	17.80000114	128		
SL2139	SL02	SR04	18/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.73604722	Artificial	High	17.80000114	128		
SL2140	SL03	SR03	04/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.42158333	Agricultural	Medium	17.60000038	108.8000031		
SL2141	SL03	SR04	18/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.42158333	Agricultural	Medium	17.60000038	108.8000031		
SL2142	SL04	SR03	31/05/2023	Slovenia	INSIGNIA-EU	Yes	46	46	13.86704167	Forest/Natural	High	16	140.8000031		
SL2143	SL04	SR04	15/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	13.86704167	Forest/Natural	High	20.89999962	107.8000031		
SL2144	SL05	SR03	03/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.21681667	Forest/Natural	Medium	17.39999962	132		
SL2145	SL05	SR04	15/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	14.21681667	Forest/Natural	Medium	17.39999962	132		
SL2146	SL06	SR03	04/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.40961111	Agricultural	Medium	18.5	118.8000031		
SL2147	SL06	SR04	18/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.40961111	Agricultural	Medium	18.5	118.8000031		
SL2148	SL07	SR03	03/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.33640833	Forest/Natural	Medium	19.5	119.3000031		
SL2149	SL07	SR04	17/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.33640833	Forest/Natural	Medium	19.5	119.3000031		
SL2150	SL08	SR03	01/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.47760556	Agricultural	Medium	18.5	118.8000031		
SL2151	SL08	SR04	17/06/2023	Slovenia	INSIGNIA-EU	Yes	46	46	15.47760556	Agricultural	Medium	18.5	118.8000031		
SL2152	SL10	SR03	02/06/2023	Slovenia	INSIGNIA-EU	Yes	47	47	16.04206111	Agricultural	High	20.10000038	76.70000458		
SL2153	SL10	SR04	15/06/2023	Slovenia	INSIGNIA-EU	Yes	47	47	16.04206111	Agricultural	High	20.10000038	76.70000458		
S2154	ES01	SR03	02/06/2023	Spain	INSIGNIA-EU	Yes	41	41	2.261719444	Forest/Natural	High	23.30000114	29.70000076		
S2155	ES01	SR04	16/06/2023	Spain	INSIGNIA-EU	Yes	41	41	2.261719444	Forest/Natural	High	23.30000114	29.70000076		
S2156	ES02	SR03	02/06/2023	Spain	INSIGNIA-EU	Yes	41	41	-3.334694444	Agricultural	High	22	55.90000153		
S2157	ES02	SR04	16/06/2023	Spain	INSIGNIA-EU	Yes	41	41	-3.334694444	Agricultural	High	22	55.90000153		
S2158	ES03	SR03	04/06/2023	Spain	INSIGNIA-EU	No	41	41	-3.798527778	Forest/Natural	High	20.60000038	57.20000076		
S2159	ES03	SR04	16/06/2023	Spain	INSIGNIA-EU	Yes	41	41	-3.798527778	Forest/Natural	High	20.60000038	57.20000076		
S2160	ES04	SR03	01/06/2023	Spain	INSIGNIA-EU	Yes	40	40	-3.023016667	Forest/Natural	High	22.89999962	51.20000076		
S2161	ES04	SR04	18/06/2023	Spain	INSIGNIA-EU	Yes	40	40	-3.023016667	Forest/Natural	High	22.89999962	51.20000076		
S2162	ES05	SR03	02/06/2023	Spain	INSIGNIA-EU	Yes	41	41	-3.694038889	Forest/Natural	Low	20.60000038	57.20000076		
S2163	ES05	SR04	15/06/2023	Spain	INSIGNIA-EU	Yes	41	41	-3.694038889	Forest/Natural	Low	20.60000038	57.20000076		
S2164	ES06	SR03	09/06/2023	Spain	INSIGNIA-EU	Yes	40	40	-3.582138889	Agricultural	High	23.70000076	40.90000153		
S2165	ES06	SR04	16/06/2023	Spain	INSIGNIA-EU	Yes	40	40	-3.582138889	Agricultural	High	23.70000076	40.90000153		
S2166	ES07	SR03	01/06/2023	Spain	INSIGNIA-EU	Yes	41	41	-2.782472222	Forest/Natural	High	21	84.40000153		
S2167	ES07	SR04	16/06/2023	Spain	INSIGNIA-EU	Yes	41	41	-2.782472222	Forest/Natural	High	21	84.40000153		
S2168	ES08	SR03	01/06/2023	Spain	INSIGNIA-EU	Yes	41	41	-3.209038889	Agricultural	Medium	22	55.90000153		
S2169	ES08	SR04	16/06/2023	Spain	INSIGNIA-EU	Yes	41	41	-3.209038889	Agricultural	Medium	22	55.90000153		
S2170	ES09	SR03	01/06/2023	Spain	INSIGNIA-EU	Yes	43	43	-2.398847222	Forest/Natural	Medium	19.20000076	84.09999847		
S2171	ES09	SR04	18/06/2023	Spain	INSIGNIA-EU	Yes	43	43	-2.398847222	Forest/Natural	Medium	19.20000076	84.09999847		
S2172	ES10	SR03	02/06/2023	Spain	INSIGNIA-EU	Yes	41	41	-2.248858333	Agricultural	Medium	19.80000114	95.59999847		
S2173	ES10	SR04	15/06/2023	Spain	INSIGNIA-EU	Yes	41	41	-2.248858333	Agricultural	Medium	19.80000114	95.59999847		
S2174	ES11	SR03	04/06/2023	Spain	INSIGNIA-EU	Yes	39	39	-0.655191667	Agricultural	Medium	23.20000076	37.70000076		
S2175	ES11	SR04	16/06/2023	Spain	INSIGNIA-EU	Yes	39	39	-0.655191667	Agricultural	Medium	23.20000076	37.70000076		
S2176	ES12	SR03	02/06/2023	Spain	INSIGNIA-EU	Yes	38	38	-0.615586111	Agricultural	High	24	20		
S2177	ES12	SR04	16/06/2023	Spain	INSIGNIA-EU	Yes	38	38	-0.615586111	Agricultural	High	24	20		
S2178	ES13	SR03	02/06/2023	Spain	INSIGNIA-EU	Yes	40	40	-7.201355556	Agricultural	High	23.80000114	45		
S2179	ES13	SR04	18/06/2023	Spain	INSIGNIA-EU	Yes	40	40	-7.201355556	Agricultural	High	23.80000114	45		
S2180	ES14	SR03	04/06/2023	Spain	INSIGNIA-EU	Yes	40	40	-6.323038889	Agricultural	High	22.60000038	51.5		
S2181	ES14	SR04	18/06/2023	Spain	INSIGNIA-EU	Yes	40	40	-6.323038889	Agricultural	High	22.60000038	51.5		
S2182	ES15	SR03	02/06/2023	Spain	INSIGNIA-EU	Yes	40	40	-6.352686111	Forest/Natural	Medium	22.60000038	51.5		
S2183	ES15	SR04	16/06/2023	Spain	INSIGNIA-EU	Yes	40	40	-6.352686111	Forest/Natural	Medium	22.60000038	51.5		
S2184	ES16	SR03	03/06/2023	Spain	INSIGNIA-EU	Yes	43	43	-5.911677778	Forest/Natural	High	18.20000076	86.59999847		
S2185	ES16	SR04	17/06/2023	Spain	INSIGNIA-EU	Yes	43	43	-5.911677778	Forest/Natural	High	18.20000076	86.59999847		
S2186	ES17	SR03	02/06/2023	Spain	INSIGNIA-EU	Yes	41	41	-3.481875	Agricultural	Low	22	55.90000153		
S2187	ES17	SR04	15/06/2023	Spain	INSIGNIA-EU	Yes	41	41	-3.481875	Agricultural	Low	22	55.90000153		
S2188	ES18	SR03	04/06/2023	Spain	INSIGNIA-EU	Yes	41	41	-3.434288889	Forest/Natural	Medium	18.89999962	83.59999847		
S2189	ES18	SR04	18/06/2023	Spain	INSIGNIA-EU	Yes	41	41	-3.434288889	Forest/Natural	Medium	18.89999962	83.59999847		
S2190	ES19	SR03	01/06/2023	Spain	INSIGNIA-EU	Yes	41	41	1.759361111	Forest/Natural	High	22.60000038	40.29999924		
S2191	ES19	SR04	15/06/2023	Spain	INSIGNIA-EU	Yes	41	41	1.759361111	Forest/Natural	High	22.60000038	40.29999924		
S2192	ES20	SR03	02/06/2023	Spain	INSIGNIA-EU	No	41	41	-3.126025	Forest/Natural	Medium	18.89999962	83.59999847		
S2193	ES20	SR04	16/06/2023	Spain	INSIGNIA-EU	Yes	41	41	-3.126025	Forest/Natural	Medium	18.89999962	83.59999847		
FI2194	FI01	SR03	04/06/2023	Finland	INSIGNIA-EU	Yes	60	60	24.93458889	Artificial	High	15.80000019	22.70000076		
FI2195	FI01	SR04	18/06/2023	Finland	INSIGNIA-EU	No	60	60	24.93458889	Artificial	High	15.80000019	22.70000076		
FI2196	FI02	SR03	03/06/2023	Finland	INSIGNIA-EU	Yes	61	61	23.80080556	Artificial	High	15.90000057	29.89999962		
FI2197	FI03	SR03	03/06/2023	Finland	INSIGNIA-EU	Yes	64	64	24.83221111	Forest/Natural	High	14.5	47.90000153		
FI2198	FI03	SR04	16/06/2023	Finland	INSIGNIA-EU	No	64	64	24.83221111	Forest/Natural	High	14.5	47.90000153		
FI2199	FI04	SR03	03/06/2023	Finland	INSIGNIA-EU	Yes	61	61	21.96205	Agricultural	High	15.80000019	20.80000114		
FI2200	FI04	SR04	17/06/2023	Finland	INSIGNIA-EU	Yes	61	61	21.96205	Agricultural	High	15.80000019	20.80000114		
FI2201	FI05	SR03	03/06/2023	Finland	INSIGNIA-EU	Yes	61	61	24.84826111	Forest/Natural	High	15.60000038	26.5		
FI2202	FI05	SR04	18/06/2023	Finland	INSIGNIA-EU	Yes	61	61	24.84826111	Forest/Natural	High	15.60000038	26.5		
FI2203	FI06	SR03	03/06/2023	Finland	INSIGNIA-EU	Yes	62	62	24.31399722	Forest/Natural	High	15.5	35		
FI2204	FI06	SR04	18/06/2023	Finland	INSIGNIA-EU	Yes	62	62	24.31399722	Forest/Natural	High	15.5	35		
FI2205	FI07	SR03	04/06/2023	Finland	INSIGNIA-EU	Yes	62	62	22.97388889	Forest/Natural	High	15.30000019	37.20000076		
FI2206	FI07	SR04	18/06/2023	Finland	INSIGNIA-EU	Yes	62	62	22.97388889	Forest/Natural	High	15.30000019	37.20000076		
FI2207	FI08	SR03	03/06/2023	Finland	INSIGNIA-EU	Yes	61	61	23.865025	Forest/Natural	High	15.90000057	29.89999962		
FI2208	FI08	SR04	17/06/2023	Finland	INSIGNIA-EU	Yes	61	61	23.865025	Forest/Natural	High	15.90000057	29.89999962		
FI2209	FI09	SR03	04/06/2023	Finland	INSIGNIA-EU	Yes	62	62	24.57214167	Forest/Natural	High	15.60000038	35		
FI2210	FI09	SR04	16/06/2023	Finland	INSIGNIA-EU	Yes	62	62	24.57214167	Forest/Natural	High	15.60000038	35		
FI2211	FI10	SR03	04/06/2023	Finland	INSIGNIA-EU	Yes	61	61	23.47083889	Forest/Natural	High	15.60000038	23.5		
FI2212	FI10	SR04	15/06/2023	Finland	INSIGNIA-EU	Yes	61	61	23.47083889	Forest/Natural	High	15.60000038	23.5		
LT2213	LT01	SR03	04/06/2023	Lithuania	INSIGNIA-EU	Yes	54	54	24.45638889	Forest/Natural	Low	17.5	59.20000076		
LT2214	LT01	SR04	18/06/2023	Lithuania	INSIGNIA-EU	No	54	54	24.45638889	Forest/Natural	Low	17.5	59.20000076		
LT2215	LT02	SR03	04/06/2023	Lithuania	INSIGNIA-EU	Yes	55	55	25.44936111	Agricultural	High	17	49.79999924		
LT2216	LT02	SR04	16/06/2023	Lithuania	INSIGNIA-EU	Yes	55	55	25.44936111	Agricultural	High	17	49.79999924		
LT2217	LT03	SR03	04/06/2023	Lithuania	INSIGNIA-EU	Yes	56	56	25.89413889	Forest/Natural	High	16.89999962	40.10000229		
LT2218	LT03	SR04	15/06/2023	Lithuania	INSIGNIA-EU	Yes	56	56	25.89413889	Forest/Natural	High	16.89999962	40.10000229		
LT2219	LT04	SR03	04/06/2023	Lithuania	INSIGNIA-EU	Yes	54	54	24.3365	Agricultural	High	17.20000076	57.10000229		
LT2220	LT04	SR04	18/06/2023	Lithuania	INSIGNIA-EU	Yes	54	54	24.3365	Agricultural	High	17.20000076	57.10000229		
LT2222	LT05	SR04	16/06/2023	Lithuania	INSIGNIA-EU	Yes	55	55	26.46011111	Agricultural	Medium	17	48.5		
LT2224	LT06	SR04	18/06/2023	Lithuania	INSIGNIA-EU	Yes	55	55	23.25536111	Agricultural	Low	17.20000076	54.90000153		
LT2225	LT07	SR03	04/06/2023	Lithuania	INSIGNIA-EU	Yes	56	56	23.80413889	Agricultural	Medium	17.20000076	40.79999924		
LT2226	LT07	SR04	18/06/2023	Lithuania	INSIGNIA-EU	Yes	56	56	23.80413889	Agricultural	Medium	17.20000076	40.79999924		
LT2227	LT08	SR03	03/06/2023	Lithuania	INSIGNIA-EU	Yes	55	55	25.27863889	Artificial	Medium	17.39999962	55.29999924		
LT2228	LT08	SR04	15/06/2023	Lithuania	INSIGNIA-EU	No	55	55	25.27863889	Artificial	Medium	17.39999962	55.29999924		
LT2229	LT09	SR03	04/06/2023	Lithuania	INSIGNIA-EU	Yes	55	55	23.87944444	Artificial	High	17.20000076	54.10000229		
LT2230	LT09	SR04	18/06/2023	Lithuania	INSIGNIA-EU	Yes	55	55	23.87944444	Artificial	High	17.20000076	54.10000229		
LT2231	LT10	SR03	04/06/2023	Lithuania	INSIGNIA-EU	Yes	56	56	21.82375556	Agricultural	High	16.30000114	37.20000076		
LT2232	LT10	SR04	18/06/2023	Lithuania	INSIGNIA-EU	Yes	56	56	21.82375556	Agricultural	High	16.30000114	37.20000076		
A2233	AT01	SR03	01/06/2023	Austria	INSIGNIA-EU	Yes	47	47	15.765419	Forest/Natural	Medium	17.80000114	89.09999847		
A2234	AT01	SR04	16/06/2023	Austria	INSIGNIA-EU	Yes	47	47	15.765419	Forest/Natural	Medium	17.80000114	89.09999847		
A2235	AT02	SR03	03/06/2023	Austria	INSIGNIA-EU	Yes	48	48	16.359018	Artificial	High	19.89999962	89.09999847		
A2236	AT02	SR04	17/06/2023	Austria	INSIGNIA-EU	Yes	48	48	16.359018	Artificial	High	19.89999962	89.09999847		
A2237	AT03	SR03	01/06/2023	Austria	INSIGNIA-EU	Yes	47	47	15.45045	Artificial	Medium	16.80000114	90.40000153		
A2238	AT03	SR04	15/06/2023	Austria	INSIGNIA-EU	Yes	47	47	15.45045	Artificial	Medium	16.80000114	90.40000153		
A2239	AT04	SR03	01/06/2023	Austria	INSIGNIA-EU	Yes	47	47	16.07124	Agricultural	Medium	20.10000038	76.70000458		
A2240	AT04	SR04	17/06/2023	Austria	INSIGNIA-EU	Yes	47	47	16.07124	Agricultural	Medium	20.10000038	76.70000458		
A2241	AT05	SR03	01/06/2023	Austria	INSIGNIA-EU	Yes	48	48	14.614477	Agricultural	Low	18.60000038	75.30000305		
A2242	AT05	SR04	15/06/2023	Austria	INSIGNIA-EU	Yes	48	48	14.614477	Agricultural	Low	18.60000038	75.30000305		
A2243	AT06	SR03	03/06/2023	Austria	INSIGNIA-EU	Yes	47	47	13.28027778	Forest/Natural	Medium	13.80000019	79.20000458		
A2244	AT06	SR04	16/06/2023	Austria	INSIGNIA-EU	Yes	47	47	13.28027778	Forest/Natural	Medium	13.80000019	79.20000458		
A2245	AT07	SR03	04/06/2023	Austria	INSIGNIA-EU	Yes	48	48	16.45242	Artificial	Medium	19.89999962	62.40000153		
A2246	AT07	SR04	16/06/2023	Austria	INSIGNIA-EU	Yes	48	48	16.45242	Artificial	Medium	19.89999962	62.40000153		
A2247	AT08	SR03	03/06/2023	Austria	INSIGNIA-EU	Yes	48	48	13.89052	Agricultural	Medium	18.80000114	74.09999847		
A2248	AT08	SR04	17/06/2023	Austria	INSIGNIA-EU	Yes	48	48	13.89052	Agricultural	Medium	18.80000114	74.09999847		
A2249	AT09	SR03	01/06/2023	Austria	INSIGNIA-EU	Yes	47	47	10.3071	Forest/Natural	High	12.5	51		
A2250	AT09	SR04	17/06/2023	Austria	INSIGNIA-EU	Yes	47	47	10.3071	Forest/Natural	High	12.5	51		
A2251	AT10	SR03	01/06/2023	Austria	INSIGNIA-EU	Yes	47	47	15.31925	Forest/Natural	High	16.80000114	90.40000153		
A2252	AT10	SR04	18/06/2023	Austria	INSIGNIA-EU	Yes	47	47	15.31925	Forest/Natural	High	16.80000114	90.40000153		
EE2253	EE01	SR03	04/06/2023	Estonia	INSIGNIA-EU	Yes	59	59	24.71030556	Artificial	Low	16.20000076	23.39999962		
EE2254	EE01	SR04	16/06/2023	Estonia	INSIGNIA-EU	Yes	59	59	24.71030556	Artificial	Low	16.20000076	23.39999962		
EE2255	EE02	SR03	04/06/2023	Estonia	INSIGNIA-EU	Yes	58	58	24.56606111	Artificial	Medium	16.70000076	23.60000038		
EE2256	EE02	SR04	18/06/2023	Estonia	INSIGNIA-EU	Yes	58	58	24.56606111	Artificial	Medium	16.70000076	23.60000038		
EE2258	EE03	SR04	17/06/2023	Estonia	INSIGNIA-EU	Yes	58	58	26.6942	Artificial	High	16.39999962	28.80000114		
EE2259	EE04	SR03	04/06/2023	Estonia	INSIGNIA-EU	Yes	59	59	23.72080556	Agricultural	High	15.90000057	16.39999962		
EE2260	EE04	SR04	17/06/2023	Estonia	INSIGNIA-EU	Yes	59	59	23.72080556	Agricultural	High	15.90000057	16.39999962		
EE2261	EE05	SR03	02/06/2023	Estonia	INSIGNIA-EU	No	59	59	25.57005278	Agricultural	Medium	16.20000076	21.70000076		
EE2262	EE05	SR04	16/06/2023	Estonia	INSIGNIA-EU	Yes	59	59	25.57005278	Agricultural	Medium	16.20000076	21.70000076		
EE2263	EE06	SR03	04/06/2023	Estonia	INSIGNIA-EU	Yes	58	58	22.47030833	Forest/Natural	High	15.40000057	16.30000114		
EE2264	EE06	SR04	18/06/2023	Estonia	INSIGNIA-EU	Yes	58	58	22.47030833	Forest/Natural	High	15.40000057	16.30000114		
EE2266	EE07	SR04	17/06/2023	Estonia	INSIGNIA-EU	Yes	58	58	26.910875	Agricultural	Medium	16.39999962	28.80000114		
EE2267	EE08	SR03	03/06/2023	Estonia	INSIGNIA-EU	Yes	59	59	26.82032222	Forest/Natural	Low	16	23.60000038		
EE2268	EE08	SR04	17/06/2023	Estonia	INSIGNIA-EU	Yes	59	59	26.82032222	Forest/Natural	Low	16	23.60000038		
EE2269	EE09	SR03	04/06/2023	Estonia	INSIGNIA-EU	Yes	59	59	26.80867222	Forest/Natural	Medium	16.20000076	25.80000114		
EE2270	EE09	SR04	15/06/2023	Estonia	INSIGNIA-EU	No	59	59	26.80867222	Forest/Natural	Medium	16.20000076	25.80000114		
EE2271	EE10	SR03	04/06/2023	Estonia	INSIGNIA-EU	Yes	58	58	22.8144	Forest/Natural	Medium	15.60000038	14.69999981		
EE2272	EE10	SR04	16/06/2023	Estonia	INSIGNIA-EU	Yes	58	58	22.8144	Forest/Natural	Medium	15.60000038	14.69999981		
SE2273	SE01	SR03	04/06/2023	Sweden	INSIGNIA-EU	Yes	56	56	14.059879	Agricultural	High	16.80000114	26.5		
SE2274	SE01	SR04	18/06/2023	Sweden	INSIGNIA-EU	Yes	56	56	14.059879	Agricultural	High	16.80000114	26.5		
SE2275	SE02	SR03	03/06/2023	Sweden	INSIGNIA-EU	Yes	56	56	13.93898	Forest/Natural	High	16.70000076	30.39999962		
SE2276	SE02	SR04	18/06/2023	Sweden	INSIGNIA-EU	Yes	56	56	13.93898	Forest/Natural	High	16.70000076	30.39999962		
SE2277	SE03	SR03	01/06/2023	Sweden	INSIGNIA-EU	Yes	57	57	15.232694	Forest/Natural	Medium	16.10000038	28.30000114		
SE2278	SE03	SR04	18/06/2023	Sweden	INSIGNIA-EU	No	57	57	15.232694	Forest/Natural	Medium	16.10000038	28.30000114		
SE2279	SE04	SR03	03/06/2023	Sweden	INSIGNIA-EU	Yes	58	58	11.934252	Artificial	High	17.5	27.39999962		
SE2280	SE04	SR04	16/06/2023	Sweden	INSIGNIA-EU	Yes	58	58	11.934252	Artificial	High	17.5	27.39999962		
SE2281	SE05	SR03	04/06/2023	Sweden	INSIGNIA-EU	Yes	58	58	13.731838	Agricultural	High	16.39999962	36.10000229		
SE2282	SE05	SR04	15/06/2023	Sweden	INSIGNIA-EU	Yes	58	58	13.731838	Agricultural	High	16.39999962	36.10000229		
SE2283	SE06	SR03	03/06/2023	Sweden	INSIGNIA-EU	Yes	58	58	14.78294	Agricultural	Low	16.80000114	29		
SE2284	SE06	SR04	17/06/2023	Sweden	INSIGNIA-EU	Yes	58	58	14.78294	Agricultural	Low	16.80000114	29		
SE2285	SE07	SR03	04/06/2023	Sweden	INSIGNIA-EU	Yes	59	59	15.382705	Forest/Natural	Low	16.80000114	25.5		
SE2286	SE07	SR04	17/06/2023	Sweden	INSIGNIA-EU	No	59	59	15.382705	Forest/Natural	Low	16.80000114	25.5		
SE2287	SE08	SR03	02/06/2023	Sweden	INSIGNIA-EU	Yes	60	60	17.126284	Forest/Natural	Medium	16.80000114	21.30000114		
SE2288	SE08	SR04	17/06/2023	Sweden	INSIGNIA-EU	Yes	60	60	17.126284	Forest/Natural	Medium	16.80000114	21.30000114		
SE2289	SE09	SR03	02/06/2023	Sweden	INSIGNIA-EU	Yes	59	59	18.005227	Artificial	High	17.30000114	18.10000038		
SE2290	SE09	SR04	16/06/2023	Sweden	INSIGNIA-EU	Yes	59	59	18.005227	Artificial	High	17.30000114	18.10000038		
SE2291	SE10	SR03	04/06/2023	Sweden	INSIGNIA-EU	Yes	60	60	17.656381	Artificial	High	17.30000114	19.70000076		
