ID	BK	SR	Month	Country	Project	Problems	Lat	CoordY	CoordX	Vegetation	Diversity	Temp	Prec		
EE2263	EE06	SR03	04/06/2023	Estonia	INSIGNIA-EU	Yes	58	58	22.47030833	Forest/Natural	High	15.69999981	38.60000229		
EE2264	EE06	SR04	18/06/2023	Estonia	INSIGNIA-EU	Yes	58	58	22.47030833	Forest/Natural	High	15.69999981	38.60000229		
EE2266	EE07	SR04	17/06/2023	Estonia	INSIGNIA-EU	Yes	58	58	26.910875	Agricultural	Medium	16.5	58.29999924		
EE2267	EE08	SR03	03/06/2023	Estonia	INSIGNIA-EU	Yes	59	59	26.82032222	Forest/Natural	Low	16.20000076	46.10000229		
EE2268	EE08	SR04	17/06/2023	Estonia	INSIGNIA-EU	Yes	59	59	26.82032222	Forest/Natural	Low	16.20000076	46.10000229		
EE2269	EE09	SR03	04/06/2023	Estonia	INSIGNIA-EU	Yes	59	59	26.80867222	Forest/Natural	Medium	16.39999962	50.90000153		
EE2270	EE09	SR04	15/06/2023	Estonia	INSIGNIA-EU	No	59	59	26.80867222	Forest/Natural	Medium	16.39999962	50.90000153		
EE2271	EE10	SR03	04/06/2023	Estonia	INSIGNIA-EU	Yes	58	58	22.8144	Forest/Natural	Medium	15.80000019	37.79999924		
EE2272	EE10	SR04	16/06/2023	Estonia	INSIGNIA-EU	Yes	58	58	22.8144	Forest/Natural	Medium	15.80000019	37.79999924		
SE2273	SE01	SR03	04/06/2023	Sweden	INSIGNIA-EU	Yes	56	56	14.059879	Agricultural	High	16.20000076	41.79999924		
SE2274	SE01	SR04	18/06/2023	Sweden	INSIGNIA-EU	Yes	56	56	14.059879	Agricultural	High	16.20000076	41.79999924		
SE2275	SE02	SR03	03/06/2023	Sweden	INSIGNIA-EU	Yes	56	56	13.93898	Forest/Natural	High	16.10000038	47.60000229		
SE2276	SE02	SR04	18/06/2023	Sweden	INSIGNIA-EU	Yes	56	56	13.93898	Forest/Natural	High	16.10000038	47.60000229		
SE2277	SE03	SR03	01/06/2023	Sweden	INSIGNIA-EU	Yes	57	57	15.232694	Forest/Natural	Medium	15.69999981	47.70000076		
SE2278	SE03	SR04	18/06/2023	Sweden	INSIGNIA-EU	No	57	57	15.232694	Forest/Natural	Medium	15.69999981	47.70000076		
SE2279	SE04	SR03	03/06/2023	Sweden	INSIGNIA-EU	Yes	58	58	11.934252	Artificial	High	16.39999962	48.40000153		
SE2280	SE04	SR04	16/06/2023	Sweden	INSIGNIA-EU	Yes	58	58	11.934252	Artificial	High	16.39999962	48.40000153		
SE2281	SE05	SR03	04/06/2023	Sweden	INSIGNIA-EU	Yes	58	58	13.731838	Agricultural	High	15.5	55.40000153		
SE2282	SE05	SR04	15/06/2023	Sweden	INSIGNIA-EU	Yes	58	58	13.731838	Agricultural	High	15.5	55.40000153		
SE2283	SE06	SR03	03/06/2023	Sweden	INSIGNIA-EU	Yes	58	58	14.78294	Agricultural	Low	16.10000038	52.79999924		
SE2284	SE06	SR04	17/06/2023	Sweden	INSIGNIA-EU	Yes	58	58	14.78294	Agricultural	Low	16.10000038	52.79999924		
SE2285	SE07	SR03	04/06/2023	Sweden	INSIGNIA-EU	Yes	59	59	15.382705	Forest/Natural	Low	16	55.29999924		
SE2286	SE07	SR04	17/06/2023	Sweden	INSIGNIA-EU	No	59	59	15.382705	Forest/Natural	Low	16	55.29999924		
SE2287	SE08	SR03	02/06/2023	Sweden	INSIGNIA-EU	Yes	60	60	17.126284	Forest/Natural	Medium	16.5	51.70000076		
SE2288	SE08	SR04	17/06/2023	Sweden	INSIGNIA-EU	Yes	60	60	17.126284	Forest/Natural	Medium	16.5	51.70000076		
SE2289	SE09	SR03	02/06/2023	Sweden	INSIGNIA-EU	Yes	59	59	18.005227	Artificial	High	17.30000114	47.70000076		
SE2290	SE09	SR04	16/06/2023	Sweden	INSIGNIA-EU	Yes	59	59	18.005227	Artificial	High	17.30000114	47.70000076		
SE2291	SE10	SR03	04/06/2023	Sweden	INSIGNIA-EU	Yes	60	60	17.656381	Artificial	High	17	47.10000229		
SE2292	SE10	SR04	16/06/2023	Sweden	INSIGNIA-EU	Yes	60	60	17.656381	Artificial	High	17	47.10000229		
H2293	HU01	SR03	03/06/2023	Hungary	INSIGNIA-EU	Yes	47	47	20.93188056	Agricultural	Low	23.60000038	36.70000076		
H2294	HU01	SR04	17/06/2023	Hungary	INSIGNIA-EU	No	47	47	20.93188056	Agricultural	Low	23.60000038	36.70000076		
H2295	HU02	SR03	01/06/2023	Hungary	INSIGNIA-EU	Yes	48	48	18.85832222	Forest/Natural	Medium	22.20000076	56.60000229		
H2296	HU02	SR04	16/06/2023	Hungary	INSIGNIA-EU	Yes	48	48	18.85832222	Forest/Natural	Medium	22.20000076	56.60000229		
H2297	HU03	SR03	01/06/2023	Hungary	INSIGNIA-EU	Yes	47	47	19.01770278	Artificial	High	23.39999962	42.29999924		
H2298	HU03	SR04	18/06/2023	Hungary	INSIGNIA-EU	Yes	47	47	19.01770278	Artificial	High	23.39999962	42.29999924		
H2299	HU04	SR03	04/06/2023	Hungary	INSIGNIA-EU	Yes	48	48	21.06723889	Agricultural	Medium	22.80000114	37.40000153		
H2300	HU04	SR04	18/06/2023	Hungary	INSIGNIA-EU	Yes	48	48	21.06723889	Agricultural	Medium	22.80000114	37.40000153		
H2301	HU05	SR03	04/06/2023	Hungary	INSIGNIA-EU	Yes	47	47	18.45936667	Agricultural	Low	22.39999962	56		
H2302	HU05	SR04	16/06/2023	Hungary	INSIGNIA-EU	No	47	47	18.45936667	Agricultural	Low	22.39999962	56		
H2303	HU06	SR03	04/06/2023	Hungary	INSIGNIA-EU	Yes	47	47	18.80181389	Agricultural	Medium	23.30000114	50.79999924		
H2304	HU06	SR04	16/06/2023	Hungary	INSIGNIA-EU	Yes	47	47	18.80181389	Agricultural	Medium	23.30000114	50.79999924		
H2305	HU07	SR03	04/06/2023	Hungary	INSIGNIA-EU	Yes	48	48	21.21684444	Agricultural	Low	21.5	51.70000076		
H2306	HU07	SR04	16/06/2023	Hungary	INSIGNIA-EU	Yes	48	48	21.21684444	Agricultural	Low	21.5	51.70000076		
H2307	HU08	SR03	04/06/2023	Hungary	INSIGNIA-EU	Yes	46	46	16.86897222	Agricultural	Medium	22.60000038	68.90000153		
H2308	HU08	SR04	15/06/2023	Hungary	INSIGNIA-EU	Yes	46	46	16.86897222	Agricultural	Medium	22.60000038	68.90000153		
H2309	HU09	SR03	02/06/2023	Hungary	INSIGNIA-EU	Yes	46	46	17.768975	Agricultural	Medium	23.10000038	57.90000153		
H2310	HU09	SR04	17/06/2023	Hungary	INSIGNIA-EU	No	46	46	17.768975	Agricultural	Medium	23.10000038	57.90000153		
H2311	HU10	SR03	02/06/2023	Hungary	INSIGNIA-EU	Yes	46	46	18.24249167	Agricultural	Low	23.60000038	54.40000153		
H2312	HU10	SR04	18/06/2023	Hungary	INSIGNIA-EU	Yes	46	46	18.24249167	Agricultural	Low	23.60000038	54.40000153		
H2313	HU11	SR03	04/06/2023	Hungary	INSIGNIA-EU	Yes	47	47	17.35863889	Forest/Natural	High	22.39999962	63		
H2314	HU11	SR04	18/06/2023	Hungary	INSIGNIA-EU	Yes	47	47	17.35863889	Forest/Natural	High	22.39999962	63		
H2315	HU12	SR03	04/06/2023	Hungary	INSIGNIA-EU	Yes	48	48	17.75063889	Agricultural	High	22.20000076	55.79999924		
H2316	HU12	SR04	16/06/2023	Hungary	INSIGNIA-EU	Yes	48	48	17.75063889	Agricultural	High	22.20000076	55.79999924		
H2317	HU13	SR03	04/06/2023	Hungary	INSIGNIA-EU	Yes	46	46	19.79043333	Agricultural	High	23.5	44.20000076		
H2318	HU13	SR04	18/06/2023	Hungary	INSIGNIA-EU	No	46	46	19.79043333	Agricultural	High	23.5	44.20000076		
H2319	HU14	SR03	04/06/2023	Hungary	INSIGNIA-EU	Yes	47	47	19.39080556	Agricultural	High	23.70000076	44.5		
H2320	HU14	SR04	18/06/2023	Hungary	INSIGNIA-EU	Yes	47	47	19.39080556	Agricultural	High	23.70000076	44.5		
H2321	HU15	SR03	01/06/2023	Hungary	INSIGNIA-EU	Yes	48	48	16.91470278	Agricultural	Medium	22.10000038	72.09999847		
H2322	HU15	SR04	16/06/2023	Hungary	INSIGNIA-EU	Yes	48	48	16.91470278	Agricultural	Medium	22.10000038	72.09999847		
LU2323	LU01	SR03	04/06/2023	Luxembourg	INSIGNIA-EU	Yes	49	49	5.98511	Artificial	High	19	86.80000305		
LU2324	LU01	SR04	17/06/2023	Luxembourg	INSIGNIA-EU	Yes	49	49	5.98511	Artificial	High	19	86.80000305		
LU2325	LU02	SR03	04/06/2023	Luxembourg	INSIGNIA-EU	Yes	50	50	6.23076	Agricultural	High	18.70000076	67		
LU2326	LU02	SR04	18/06/2023	Luxembourg	INSIGNIA-EU	Yes	50	50	6.23076	Agricultural	High	18.70000076	67		
LU2327	LU03	SR03	07/06/2023	Luxembourg	INSIGNIA-EU	Yes	50	50	6.1781	Artificial	High	18.70000076	67		
LU2328	LU03	SR04	15/06/2023	Luxembourg	INSIGNIA-EU	Yes	50	50	6.1781	Artificial	High	18.70000076	67		
LU2329	LU04	SR03	01/06/2023	Luxembourg	INSIGNIA-EU	Yes	49	49	6.05148	Artificial	High	19.30000114	68.5		
LU2330	LU04	SR04	18/06/2023	Luxembourg	INSIGNIA-EU	Yes	49	49	6.05148	Artificial	High	19.30000114	68.5		
LU2331	LU05	SR03	03/06/2023	Luxembourg	INSIGNIA-EU	Yes	50	50	6.12984	Forest/Natural	Medium	18.70000076	67		
LU2332	LU05	SR04	17/06/2023	Luxembourg	INSIGNIA-EU	Yes	50	50	6.12984	Forest/Natural	Medium	18.70000076	67		
CZ2333	CZ01	SR04	16/06/2023	Czechia	INSIGNIA-EU	Yes	50	50	14.3664692	Agricultural	High	20.30000114	71.59999847		
CZ2334	CZ01	SR05	30/06/2023	Czechia	INSIGNIA-EU	Yes	50	50	14.3664692	Agricultural	High	20.30000114	71.59999847		
CZ2335	CZ02	SR03	03/06/2023	Czechia	INSIGNIA-EU	Yes	50	50	14.4879236	Agricultural	Medium	20.30000114	71.59999847		
CZ2336	CZ02	SR04	16/06/2023	Czechia	INSIGNIA-EU	Yes	50	50	14.4879236	Agricultural	Medium	20.30000114	71.59999847		
CZ2337	CZ03	SR03	01/06/2023	Czechia	INSIGNIA-EU	Yes	50	50	15.5872742	Agricultural	Low	18.80000114	102.7000046		
CZ2338	CZ03	SR04	16/06/2023	Czechia	INSIGNIA-EU	Yes	50	50	15.5872742	Agricultural	Low	18.80000114	102.7000046		
CZ2339	CZ04	SR03	02/06/2023	Czechia	INSIGNIA-EU	Yes	49	49	17.4696003	Agricultural	High	20	82.80000305		
CZ2340	CZ04	SR04	15/06/2023	Czechia	INSIGNIA-EU	Yes	49	49	17.4696003	Agricultural	High	20	82.80000305		
CZ2341	CZ08	SR03	04/06/2023	Czechia	INSIGNIA-EU	Yes	50	50	18.50887	Forest/Natural	High	18.70000076	93.5		
CZ2342	CZ08	SR04	17/06/2023	Czechia	INSIGNIA-EU	Yes	50	50	18.50887	Forest/Natural	High	18.70000076	93.5		
CZ2343	CZ09	SR04	18/06/2023	Czechia	INSIGNIA-EU	Yes	49	49	16.7437092	Agricultural	Low	21.20000076	86.90000153		
CZ2344	CZ10	SR03	03/06/2023	Czechia	INSIGNIA-EU	Yes	50	50	13.347204	Agricultural	Medium	19.30000114	86		
CZ2345	CZ10	SR04	16/06/2023	Czechia	INSIGNIA-EU	Yes	50	50	13.347204	Agricultural	Medium	19.30000114	86		
SK2346	SK01	SR03	04/06/2023	Slovakia	INSIGNIA-EU	Yes	49	49	19.32933333	Agricultural	Medium	17.60000038	101.0999985		
SK2347	SK01	SR04	18/06/2023	Slovakia	INSIGNIA-EU	Yes	49	49	19.32933333	Agricultural	Medium	17.60000038	101.0999985		
SK2348	SK02	SR03	03/06/2023	Slovakia	INSIGNIA-EU	Yes	48	48	19.454	Forest/Natural	Low	20.39999962	66.70000458		
SK2349	SK02	SR04	16/06/2023	Slovakia	INSIGNIA-EU	Yes	48	48	19.454	Forest/Natural	Low	20.39999962	66.70000458		
SK2350	SK03	SR03	04/06/2023	Slovakia	INSIGNIA-EU	Yes	48	48	17.32258333	Agricultural	Medium	21.30000114	72.70000458		
SK2351	SK03	SR04	18/06/2023	Slovakia	INSIGNIA-EU	Yes	48	48	17.32258333	Agricultural	Medium	21.30000114	72.70000458		
SK2352	SK04	SR03	03/06/2023	Slovakia	INSIGNIA-EU	Yes	49	49	18.92036111	Forest/Natural	High	18.39999962	93.20000458		
SK2353	SK04	SR04	18/06/2023	Slovakia	INSIGNIA-EU	Yes	49	49	18.92036111	Forest/Natural	High	18.39999962	93.20000458		
SK2354	SK05	SR03	04/06/2023	Slovakia	INSIGNIA-EU	Yes	49	49	21.5205	Agricultural	Medium	19.10000038	54.40000153		
SK2355	SK06	SR03	04/06/2023	Slovakia	INSIGNIA-EU	Yes	48	48	17.63661111	Agricultural	Low	21.39999962	59.70000076		
SK2356	SK07	SR03	04/06/2023	Slovakia	INSIGNIA-EU	Yes	49	49	21.21508333	Artificial	High	19.89999962	55.40000153		
SK2357	SK07	SR04	18/06/2023	Slovakia	INSIGNIA-EU	Yes	49	49	21.21508333	Artificial	High	19.89999962	55.40000153		
SK2358	SK08	SR03	04/06/2023	Slovakia	INSIGNIA-EU	Yes	49	49	18.73075	Forest/Natural	Medium	17.89999962	105.4000015		
SK2359	SK09	SR03	04/06/2023	Slovakia	INSIGNIA-EU	Yes	48	48	18.47583333	Agricultural	Low	21.30000114	63.20000076		
SK2360	SK09	SR04	18/06/2023	Slovakia	INSIGNIA-EU	Yes	48	48	18.47583333	Agricultural	Low	21.30000114	63.20000076		
NL2361	NL01	SR03	03/06/2023	Netherlands	INSIGNIA-EU	Yes	52	52	6.410919	Agricultural	Medium	17.70000076	81		
NL2362	NL01	SR04	17/06/2023	Netherlands	INSIGNIA-EU	Yes	52	52	6.410919	Agricultural	Medium	17.70000076	81		
NL2363	NL02	SR03	04/06/2023	Netherlands	INSIGNIA-EU	Yes	51	51	4.103449	Agricultural	Low	18.10000038	88.80000305		
NL2364	NL02	SR04	18/06/2023	Netherlands	INSIGNIA-EU	Yes	51	51	4.103449	Agricultural	Low	18.10000038	88.80000305		
NL2365	NL03	SR03	03/06/2023	Netherlands	INSIGNIA-EU	Yes	52	52	4.9130526	Agricultural	Medium	16.89999962	83.59999847		
NL2366	NL03	SR04	16/06/2023	Netherlands	INSIGNIA-EU	Yes	52	52	4.9130526	Agricultural	Medium	16.89999962	83.59999847		
NL2367	NL04	SR03	04/06/2023	Netherlands	INSIGNIA-EU	Yes	52	52	5.4815222	Agricultural	Medium	17.5	90.30000305		
NL2368	NL04	SR04	17/06/2023	Netherlands	INSIGNIA-EU	Yes	52	52	5.4815222	Agricultural	Medium	17.5	90.30000305		
NL2369	NL05	SR03	04/06/2023	Netherlands	INSIGNIA-EU	Yes	51	51	5.4197688	Artificial	High	18	93.90000153		
NL2370	NL05	SR04	17/06/2023	Netherlands	INSIGNIA-EU	Yes	51	51	5.4197688	Artificial	High	18	93.90000153		
NL2373	NL07	SR03	03/06/2023	Netherlands	INSIGNIA-EU	Yes	52	52	4.641748	Artificial	High	16.89999962	83.59999847		
NL2374	NL07	SR04	17/06/2023	Netherlands	INSIGNIA-EU	Yes	52	52	4.641748	Artificial	High	16.89999962	83.59999847		
NL2375	NL08	SR03	04/06/2023	Netherlands	INSIGNIA-EU	Yes	52	52	5.23025	Artificial	High	17.5	90.30000305		
NL2376	NL08	SR04	16/06/2023	Netherlands	INSIGNIA-EU	Yes	52	52	5.23025	Artificial	High	17.5	90.30000305		
NL2377	NL09	SR03	03/06/2023	Netherlands	INSIGNIA-EU	Yes	52	52	4.298154	Artificial	High	17.30000114	82.09999847		
NL2378	NL09	SR04	17/06/2023	Netherlands	INSIGNIA-EU	Yes	52	52	4.298154	Artificial	High	17.30000114	82.09999847		
DE2379	DE02	SR03	03/06/2023	Germany	INSIGNIA-EU	Yes	50	50	9.911145883	Artificial	High	19.70000076	64.70000458		
DE2380	DE02	SR04	16/06/2023	Germany	INSIGNIA-EU	Yes	50	50	9.911145883	Artificial	High	19.70000076	64.70000458		
DE2381	DE03	SR01	04/05/2023	Germany	INSIGNIA-EU	Yes	49	49	6.91361	Agricultural	High	16.10000038	29.10000038		
DE2382	DE03	SR02	21/05/2023	Germany	INSIGNIA-EU	Yes	49	49	6.91361	Agricultural	High	16.10000038	29.10000038		
DE2383	DE03	SR03	04/06/2023	Germany	INSIGNIA-EU	Yes	49	49	6.91361	Agricultural	High	19.20000076	67.09999847		
DE2384	DE03	SR04	18/06/2023	Germany	INSIGNIA-EU	Yes	49	49	6.91361	Agricultural	High	19.20000076	67.09999847		
DE2385	DE04	SR03	04/06/2023	Germany	INSIGNIA-EU	Yes	53	53	13.397485	Artificial	Medium	19.60000038	37.5		
DE2386	DE04	SR04	18/06/2023	Germany	INSIGNIA-EU	Yes	53	53	13.397485	Artificial	Medium	19.60000038	37.5		
DE2387	DE05	SR03	01/06/2023	Germany	INSIGNIA-EU	Yes	51	51	6.225932	Agricultural	Medium	17.70000076	85.30000305		
DE2388	DE05	SR04	15/06/2023	Germany	INSIGNIA-EU	Yes	51	51	6.225932	Agricultural	Medium	17.70000076	85.30000305		
DE2389	DE06	SR03	04/06/2023	Germany	INSIGNIA-EU	Yes	53	53	7.746646	Agricultural	Medium	17.20000076	66.30000305		
DE2390	DE06	SR04	15/06/2023	Germany	INSIGNIA-EU	Yes	53	53	7.746646	Agricultural	Medium	17.20000076	66.30000305		
DE2391	DE07	SR03	03/06/2023	Germany	INSIGNIA-EU	Yes	54	54	12.087351	Artificial	High	17.30000114	35.20000076		
DE2392	DE07	SR04	15/06/2023	Germany	INSIGNIA-EU	Yes	54	54	12.087351	Artificial	High	17.30000114	35.20000076		
DE2393	DE08	SR04	17/06/2023	Germany	INSIGNIA-EU	Yes	54	54	8.928081	Agricultural	Low	16.60000038	52		
DE2394	DE09	SR03	04/06/2023	Germany	INSIGNIA-EU	Yes	49	49	12.948316	Agricultural	Medium	20.20000076	112.7000046		
DE2395	DE09	SR04	18/06/2023	Germany	INSIGNIA-EU	Yes	49	49	12.948316	Agricultural	Medium	20.20000076	112.7000046		
DE2396	DE11	SR03	04/06/2023	Germany	INSIGNIA-EU	Yes	51	51	6.835379	Artificial	High	18.70000076	78.20000458		
DE2397	DE11	SR04	18/06/2023	Germany	INSIGNIA-EU	No	51	51	6.835379	Artificial	High	18.70000076	78.20000458		
DE2398	DE13	SR03	04/06/2023	Germany	INSIGNIA-EU	Yes	50	50	10.982128	Agricultural	High	19.70000076	53		
DE2399	DE13	SR04	19/06/2023	Germany	INSIGNIA-EU	Yes	50	50	10.982128	Agricultural	High	19.70000076	53		
DE2400	DE14	SR03	02/06/2023	Germany	INSIGNIA-EU	Yes	49	49	9.0275	Forest/Natural	High	20.30000114	77.30000305		
DE2401	DE14	SR04	19/06/2023	Germany	INSIGNIA-EU	Yes	49	49	9.0275	Forest/Natural	High	20.30000114	77.30000305		
DE2402	DE15	SR03	09/06/2023	Germany	INSIGNIA-EU	No	49	49	8.465769	Agricultural	High	20.20000076	101.3000031		
DE2403	DE15	SR04	18/06/2023	Germany	INSIGNIA-EU	Yes	49	49	8.465769	Agricultural	High	20.20000076	101.3000031		
DE2404	DE16	SR03	04/06/2023	Germany	INSIGNIA-EU	Yes	50	50	8.053347	Agricultural	High	20.5	53.40000153		
DE2405	DE16	SR04	18/06/2023	Germany	INSIGNIA-EU	Yes	50	50	8.053347	Agricultural	High	20.5	53.40000153		
DE2406	DE17	SR01	05/05/2023	Germany	INSIGNIA-EU	Yes	50	50	7.475769	Forest/Natural	Medium	15.40000057	32.10000229		
DE2407	DE18	SR03	02/06/2023	Germany	INSIGNIA-EU	Yes	51	51	9.32172	Agricultural	Medium	18.30000114	43.79999924		
DE2408	DE18	SR04	16/06/2023	Germany	INSIGNIA-EU	Yes	51	51	9.32172	Agricultural	Medium	18.30000114	43.79999924		
DE2409	DE19	SR01	07/05/2023	Germany	INSIGNIA-EU	Yes	51	51	7.45118	Forest/Natural	High	14.90000057	45.29999924		
DE2410	DE19	SR03	04/06/2023	Germany	INSIGNIA-EU	Yes	51	51	7.45118	Forest/Natural	High	18	83.20000458		
DE2411	DE19	SR04	18/06/2023	Germany	INSIGNIA-EU	Yes	51	51	7.45118	Forest/Natural	High	18	83.20000458		
DE2412	DE20	SR03	04/06/2023	Germany	INSIGNIA-EU	Yes	48	48	12.64244	Agricultural	Low	20.20000076	159.4000092		
DE2413	DE20	SR04	16/06/2023	Germany	INSIGNIA-EU	Yes	48	48	12.64244	Agricultural	Low	20.20000076	159.4000092		
I2414	IT01	SR03	03/06/2023	Italy	INSIGNIA-EU	Yes	46	46	8.576611	Agricultural	Medium	22.70000076	115.5999985		
I2415	IT01	SR04	15/06/2023	Italy	INSIGNIA-EU	Yes	46	46	8.576611	Agricultural	Medium	22.70000076	115.5999985		
I2416	IT01	SR05	29/06/2023	Italy	INSIGNIA-EU	Yes	46	46	8.576611	Agricultural	Medium	22.70000076	115.5999985		
I2417	IT02	SR03	01/06/2023	Italy	INSIGNIA-EU	Yes	45	45	7.903973	Forest/Natural	Medium	22.80000114	77.40000153		
I2418	IT02	SR04	14/06/2023	Italy	INSIGNIA-EU	Yes	45	45	7.903973	Forest/Natural	Medium	22.80000114	77.40000153		
I2419	IT02	SR05	29/06/2023	Italy	INSIGNIA-EU	Yes	45	45	7.903973	Forest/Natural	Medium	22.80000114	77.40000153		
I2420	IT03	SR03	06/06/2023	Italy	INSIGNIA-EU	Yes	45	45	7.63482	Artificial	High	23.39999962	48.40000153		
I2421	IT03	SR04	20/06/2023	Italy	INSIGNIA-EU	Yes	45	45	7.63482	Artificial	High	23.39999962	48.40000153		
I2422	IT04	SR03	02/06/2023	Italy	INSIGNIA-EU	Yes	45	45	8.051271	Agricultural	Medium	23.39999962	39.60000229		
I2423	IT04	SR04	16/06/2023	Italy	INSIGNIA-EU	Yes	45	45	8.051271	Agricultural	Medium	23.39999962	39.60000229		
I2424	IT05	SR03	05/06/2023	Italy	INSIGNIA-EU	Yes	45	45	8.979529	Agricultural	Medium	23	44		
I2425	IT05	SR04	15/06/2023	Italy	INSIGNIA-EU	Yes	45	45	8.979529	Agricultural	Medium	23	44		
I2426	IT05	SR05	29/06/2023	Italy	INSIGNIA-EU	Yes	45	45	8.979529	Agricultural	Medium	23	44		
I2427	IT06	SR03	02/06/2023	Italy	INSIGNIA-EU	Yes	44	44	11.122712	Forest/Natural	Medium	22.60000038	26.60000038		
I2428	IT06	SR04	15/06/2023	Italy	INSIGNIA-EU	Yes	44	44	11.122712	Forest/Natural	Medium	22.60000038	26.60000038		
I2429	IT07	SR03	01/06/2023	Italy	INSIGNIA-EU	Yes	42	42	12.783586	Agricultural	Medium	23.89999962	25.10000038		
I2431	IT08	SR03	03/06/2023	Italy	INSIGNIA-EU	No	44	44	11.5661	Agricultural	High	21.39999962	21.39999962		
I2432	IT08	SR04	16/06/2023	Italy	INSIGNIA-EU	Yes	44	44	11.5661	Agricultural	High	21.39999962	21.39999962		
I2433	IT09	SR03	01/06/2023	Italy	INSIGNIA-EU	Yes	43	43	11.77976	Agricultural	Medium	23	20.39999962		
I2434	IT09	SR04	14/06/2023	Italy	INSIGNIA-EU	Yes	43	43	11.77976	Agricultural	Medium	23	20.39999962		
I2435	IT10	SR03	04/06/2023	Italy	INSIGNIA-EU	Yes	44	44	11.306299	Agricultural	High	24	20.39999962		
I2436	IT10	SR04	17/06/2023	Italy	INSIGNIA-EU	Yes	44	44	11.306299	Agricultural	High	24	20.39999962		
I2439	IT12	SR03	04/06/2023	Italy	INSIGNIA-EU	Yes	42	42	12.666613	Agricultural	High	23.10000038	35.40000153		
I2440	IT12	SR04	18/06/2023	Italy	INSIGNIA-EU	Yes	42	42	12.666613	Agricultural	High	23.10000038	35.40000153		
I2441	IT12	SR05	02/07/2023	Italy	INSIGNIA-EU	Yes	42	42	12.666613	Agricultural	High	23.10000038	23.30000114		
I2442	IT13	SR04	15/06/2023	Italy	INSIGNIA-EU	Yes	42	42	12.510904	Artificial	High	23.89999962	25.10000038		
I2444	IT14	SR03	04/06/2023	Italy	INSIGNIA-EU	Yes	41	41	12.922402	Agricultural	Low	24.5	16		
I2445	IT14	SR04	16/06/2023	Italy	INSIGNIA-EU	Yes	41	41	12.922402	Agricultural	Low	24.5	16		
R2446	RO01	SR03	02/06/2023	Romania	INSIGNIA-EU	Yes	46	46	22.618017	Agricultural	High	20.89999962	37.79999924		
R2447	RO01	SR04	18/06/2023	Romania	INSIGNIA-EU	No	46	46	22.618017	Agricultural	High	20.89999962	37.79999924		
R2448	RO02	SR03	03/06/2023	Romania	INSIGNIA-EU	Yes	45	45	22.815789	Agricultural	High	22.5	64.90000153		
R2449	RO02	SR04	18/06/2023	Romania	INSIGNIA-EU	Yes	45	45	22.815789	Agricultural	High	22.5	64.90000153		
R2450	RO03	SR03	03/06/2023	Romania	INSIGNIA-EU	Yes	47	47	27.04078	Agricultural	High	21.39999962	26.5		
R2451	RO03	SR04	18/06/2023	Romania	INSIGNIA-EU	Yes	47	47	27.04078	Agricultural	High	21.39999962	26.5		
R2452	RO04	SR03	03/06/2023	Romania	INSIGNIA-EU	Yes	45	45	26.080613	Agricultural	High	22.80000114	35.20000076		
R2453	RO04	SR04	18/06/2023	Romania	INSIGNIA-EU	No	45	45	26.080613	Agricultural	High	22.80000114	35.20000076		
R2454	RO05	SR03	02/06/2023	Romania	INSIGNIA-EU	Yes	46	46	24.82003	Artificial	High	20.10000038	34.70000076		
R2455	RO05	SR04	18/06/2023	Romania	INSIGNIA-EU	Yes	46	46	24.82003	Artificial	High	20.10000038	34.70000076		
R2456	RO06	SR03	01/06/2023	Romania	INSIGNIA-EU	Yes	48	48	26.356786	Artificial	High	20.89999962	33.5		
R2457	RO06	SR04	18/06/2023	Romania	INSIGNIA-EU	Yes	48	48	26.356786	Artificial	High	20.89999962	33.5		
R2458	RO07	SR03	01/06/2023	Romania	INSIGNIA-EU	Yes	44	44	27.6686547	Agricultural	Medium	22.89999962	29.20000076		
R2459	RO07	SR04	16/06/2023	Romania	INSIGNIA-EU	Yes	44	44	27.6686547	Agricultural	Medium	22.89999962	29.20000076		
R2460	RO08	SR03	02/06/2023	Romania	INSIGNIA-EU	Yes	45	45	28.254001	Agricultural	Medium	22.89999962	27.5		
R2461	RO08	SR04	16/06/2023	Romania	INSIGNIA-EU	Yes	45	45	28.254001	Agricultural	Medium	22.89999962	27.5		
R2462	RO09	SR03	04/06/2023	Romania	INSIGNIA-EU	Yes	47	47	21.95530122	Artificial	High	22.89999962	32.70000076		
R2463	RO09	SR04	16/06/2023	Romania	INSIGNIA-EU	Yes	47	47	21.95530122	Artificial	High	22.89999962	32.70000076		
R2464	RO10	SR03	03/06/2023	Romania	INSIGNIA-EU	Yes	45	45	24.25997222	Forest/Natural	Medium	19.70000076	56.90000153		
R2465	RO10	SR04	18/06/2023	Romania	INSIGNIA-EU	Yes	45	45	24.25997222	Forest/Natural	Medium	19.70000076	56.90000153		
R2466	RO11	SR03	05/06/2023	Romania	INSIGNIA-EU	Yes	46	46	21.443745	Agricultural	Low	23.60000038	36.29999924		
R2467	RO11	SR04	18/06/2023	Romania	INSIGNIA-EU	Yes	46	46	21.443745	Agricultural	Low	23.60000038	36.29999924		
R2468	RO12	SR03	01/06/2023	Romania	INSIGNIA-EU	Yes	44	44	25.2755	Agricultural	Low	23.20000076	66.09999847		
R2469	RO12	SR04	19/06/2023	Romania	INSIGNIA-EU	No	44	44	25.2755	Agricultural	Low	23.20000076	66.09999847		
