"species","n_records","crop","countries","sites","temp.mean","temp.sd","temp.median","temp.q05","temp.q25","temp.q75","temp.q90","temp.q95","temp.q99","temp.max","prec.mean","prec.sd","prec.median","prec.q01","prec.q05","prec.q10","prec.q25","prec.q50","prec.q75","prec.min"
"23","Caltha palustris",33,FALSE,10,253,10.3833226972984,2.24228001836031,9.5,6.69510027645767,8.87092780784493,11.895717586752,13.2569201652175,14.0715451181392,15.5996460510152,16.5,6.65250933272508,1,6.54217083543376,4.32616145868424,5.00765570577361,5.37095776718048,5.978019582529,6.65250933272508,7.32699908292116,5.30094334812211
"24","Carex brizoides",1,FALSE,1,1,19.5,1,19.5,17.8551463730485,18.8255102498039,20.1744897501961,20.7815515655446,21.1448536269515,21.8263478740408,19.5,11.3137084989848,1,11.3137084989848,8.98736062494392,9.66885487203329,10.0321569334402,10.6392187487887,11.3137084989848,11.9881982491808,11.3137084989848
"25","Papaver rhoeas",455,FALSE,26,4450,20.3688639105861,2.60846232416633,20,16.0783251959149,18.6094828091633,22.128245012009,23.7117428857856,24.6594026252574,26.4370546929261,28.5,6.37063138361017,2.39922560518656,6.34034705359257,0.789197997640059,2.42425644504421,3.29590005318864,4.75237830450384,6.37063138361017,7.98888446271649,0
"26","Raphanus sativus",569,TRUE,26,5427,19.7441625741918,2.74467376988491,19.5,15.229575968998,17.8929082487724,21.5954168996112,23.261603540897,24.2587491793856,26.1292285636992,28.5,6.33201110665595,2.22253219399706,6.49615276606085,1.16162806216358,2.67627096634348,3.48372149396575,4.83293592232413,6.33201110665595,7.83108629098777,0
"27","Rhamnus cathartica x Rhamnus saxatilis",43,FALSE,14,490,16.3322316234796,2.40603913579067,16.5,12.3746494243872,14.7093828878182,17.9550803591411,19.4156948447138,20.2898138225721,21.9295156518853,20,7.00581442235445,2.46054563939938,6.21289001109789,1.28172930515725,2.95857700310876,3.85249830608824,5.34620160868991,7.00581442235445,8.66542723601899,2.73861278752583
"28","Castanea sativa",256,FALSE,20,2709,20.5979939395705,2.22813982239864,20,16.9330300713431,19.0951364673589,22.1008514117821,23.4534700172178,24.2629578077979,25.7814222784734,26.5,7.0728540591631,2.67178315298276,7.72010377456158,0.857357001323519,2.67816184955156,3.64882617666235,5.27076370772966,7.0728540591631,8.87494441059654,1.58113883008419
"29","Angelica sylvestris",35,FALSE,10,322,17.2875816993464,2.55650797679782,16.5,13.0825002813801,15.5632432727018,19.0119201259911,20.5638784993389,21.4926631173127,23.2349085961385,25,6.69488013676141,1.61858202230212,6.93541651885451,2.92949529021815,4.03254962685932,4.62058381211778,5.60316315286698,6.69488013676141,7.78659712065583,2.73861278752583
"30","Trifolium repens",797,FALSE,25,6006,19.4552163391219,2.82152597441215,19.5,14.8142191065723,17.5521259894689,21.3583066887749,23.0711473688545,24.0962135716715,26.0190672912466,27,7.26156900107922,2.11214141071261,7.40945352438356,2.34799332059433,3.78740554103419,4.5547508695289,5.83695126858888,7.26156900107922,8.68618673356957,0.316227767597977
"31","Erica carnea",4,FALSE,1,1,10.8525730180807,1.99594740523192,9,7.56953168938057,9.50632695132127,12.1988190848401,13.4104825400003,14.1356143467808,15.4958410209393,13,10.821254154362,1,10.3053386455759,8.49490628032112,9.17640052741048,9.53970258881736,10.1467644041659,10.821254154362,11.495743904558,10.3053386455759
"32","Alopecurus pratensis",48,FALSE,9,476,17.1463538149899,1.78966653949677,16.5,14.2026143164649,15.9392420778304,18.3534655521493,19.4399037704848,20.0900933135148,21.3097407643902,21,8.17558585163665,1.80492568831527,7.63544361776053,3.97670081382272,5.2067472868334,5.86248051008455,6.9581819750024,8.17558585163665,9.39298972827091,5.86515144987749
"33","Achillea millefolium",125,FALSE,16,1254,19.5882409086571,2.30299934088209,19,15.8001440899403,18.0348914585238,21.1415903587904,22.5396533194127,23.3763377273738,24.9458185292356,25,8.38219402172279,1.48493761988381,8.63712906410458,4.92771254662281,5.93968899186021,6.47916989022461,7.38061881743059,8.38219402172279,9.38376922601499,3.04959016771106
"34","Allium ursinum",19,FALSE,8,119,15.7129417163837,1.29227325907641,15.5,13.5873413591794,14.8413166486841,16.5845667840832,17.3690565346645,17.8385420735879,18.7192188653159,17.5,7.80501676672195,1.70117774082277,8.30060247994084,3.8474855459933,5.0068283896405,5.6248697697009,6.65758981727526,7.80501676672195,8.95244371616863,4.59347367250537
"35","Ilex aquifolium",64,FALSE,10,574,16.7370338619803,2.21334452995575,17,13.0964060841894,15.2441556628726,18.229912061088,19.5735490094347,20.3776616397712,21.8860432037628,21.5,7.16714691351566,2.04531951420165,6.89927549022359,2.4090222099184,3.80289569230645,4.54596448805161,5.78759986531062,7.16714691351566,8.54669396172071,4.42718876715236
"36","Fraxinus ornus",83,FALSE,14,900,17.0381835098769,1.76635944899732,17.5,14.1327807636937,15.8467921663662,18.2295748533876,19.3018642270539,19.9435862560601,21.1473500588438,24,6.61420709068155,1.5086827942739,6.64830811259526,3.10448607962046,4.13264472460084,4.68075229376962,5.59661600964662,6.61420709068155,7.63179817171648,2.42899157985366
"37","Acer pseudoplatanus",257,FALSE,18,2295,15.4354985878775,2.19545991056484,15.5,11.8242883911583,13.9546833812351,16.9163137945199,18.2490936733522,19.0467087845966,20.5429020833619,26,7.45059352409402,1.75367077813793,7.03562363973514,3.3709452376053,4.56606178419503,5.20317399292154,6.2677605590216,7.45059352409402,8.63342648916644,3.25576417757798
"38","Ranunculus acris",73,FALSE,16,846,16.4495537927615,3.11557218363615,16.5,11.3248935864785,14.3481322889029,18.5509752966201,20.4423202022676,21.5742139990446,23.6974585185843,24,8.2220157133241,1.96211240452565,8.71206069365911,3.65745969242669,4.99462800825361,5.70746748952977,6.89859100773896,8.2220157133241,9.54544041890924,4.41588043316392
"39","Syringa vulgaris",83,FALSE,15,1056,14.1416169764995,2.21865977564126,14,10.4922463975646,12.6451536986571,15.6380802543418,16.9849438853834,17.7909875554343,19.3029914287825,20.5,7.17173234816836,1.30336006396817,7.07106781186548,4.13966343424628,5.02789581972661,5.50140921772164,6.29262934420692,7.17173234816836,8.0508353521298,4.37035472015716
"40","Ranunculus bulbosus",45,FALSE,11,528,15.2400552486188,2.96659548561587,16,10.3604399044057,13.2391170005929,17.2409934966447,19.0419003375474,20.1196705928319,22.1413883497204,25.5,7.87683791518779,2.00903702221407,8.24621125123532,3.20311890969075,4.57226608251919,5.30215337413229,6.52176303593995,7.87683791518779,9.23191279443564,0
"41","Tragopogon pratensis",10,FALSE,6,32,18.2082533589251,3.38752079487135,17.5,12.6362774931075,15.9234053042083,20.493101413642,22.5495359369074,23.7802292247428,26.0888051583432,23.5,9.14797033428919,1.81263072173415,9.2951601131987,4.93116070836184,6.16645811732111,6.82499059509655,7.92536949158898,9.14797033428919,10.3705711769894,5.71839144865057
"42","Trifolium incarnatum",69,FALSE,12,644,17.8725206151103,2.59601456204308,18,13.6024566471149,16.1215354016525,19.6235058285681,21.1994471412732,22.1425845831057,23.9117535724983,24,7.3052768127519,1.90046333950399,7.3280284360802,2.88413796320423,4.17929279588045,4.86973504475043,6.02343376963304,7.3052768127519,8.58711985587076,3.04959016771106
"43","Crataegus monogyna x Crataegus punctata",242,FALSE,22,3570,15.5825810300258,2.15479150070621,15.5,12.038264414765,14.1291962489899,17.0359658110618,18.3440574511781,19.1268976452867,20.595375656695,26.5,6.64110427324768,1.29976557089861,6.48845145547071,3.61739740063621,4.50318015976844,4.97538767102159,5.76442571801881,6.64110427324768,7.51778282847655,2.50998011765034
"44","Cotinus coggygria",14,FALSE,6,84,17.4456912028725,1.22821147615756,18,15.4254631016513,16.6172751511311,18.274107254614,19.0197075429621,19.4659193040937,20.3029383593042,18.5,8.67723928334522,2.32874310017727,9.1978257468817,3.25977272306056,4.84679774878042,5.69283491756185,7.1065259314358,8.67723928334522,10.2479526352546,4.59347367250537
"45","Sambucus nigra",161,FALSE,22,2380,17.6504908941018,2.32594218903972,18,13.8246564483803,16.0816667280458,19.2193150601577,20.6313057478319,21.4763253398232,23.0614415607162,25.5,7.49102838825709,1.92254520943333,7.3280284360802,3.01851942754444,4.32872292754249,5.02718756527752,6.19429135020572,7.49102838825709,8.78776542630845,0
"46","Rumex graminifolius",99,FALSE,19,950,17.9861771058315,3.16479424516283,18,12.7805538131203,15.8515558259897,20.1207983856734,22.0420241253465,23.1918003985428,25.3485894698428,26.5,7.39211711991813,1.94387522915551,7.13442369992139,2.86998711317156,4.19472689890057,4.90094077677052,6.08099320219268,7.39211711991813,8.70324103764358,2.73861278752583
"47","Helianthemum nummularium",42,FALSE,9,171,17.537843551797,2.47567377915443,17.5,13.4657225570062,15.8680269629282,19.2076601406659,20.7105471592501,21.6099645465879,23.2971219847516,22.5,8.63311445641115,2.02500037393345,8.53229178181337,3.92225914157915,5.30228524676862,6.03797205696833,7.2672724600498,8.63311445641115,9.99895645277249,4.69041575982343
"48","Reseda lutea",117,FALSE,18,848,21.7397850344601,2.57110226419348,22.5,17.5106981499383,20.0056029105557,23.4739671583646,25.0347851663126,25.9688719189819,27.7210633207082,26.5,6.63293501809822,1.77711256878258,6.77495398729763,2.49875297177962,3.70984496383515,4.35547362342592,5.43429080550975,6.63293501809822,7.8315792306867,1.48323971359993
"49","Sinapis alba",210,FALSE,20,1824,20.2942129706973,2.41902790254019,20,16.3152661515073,18.6626034449956,21.925822496399,23.3943219662938,24.2731597898874,25.9217133890172,28.5,6.97210057709031,2.46259276048302,6.89202437604511,1.24325314411227,2.92149594330537,3.81616096959449,5.31110700123744,6.97210057709031,8.63309415294318,0
"50","Actinidia chinensis",24,TRUE,8,204,19.8434399117971,2.03564787728711,19.5,16.4950971176454,18.4704162835586,21.2164635400357,22.452227635832,23.1917827059489,24.5790650234198,24,7.22861341900334,2.10452005193059,6.60302978109292,2.33276767031829,3.7669859785932,4.53156245173168,5.80913621489403,7.22861341900334,8.64809062311264,2.73861278752583
"51","Robinia pseudoacacia",81,FALSE,14,1056,18.4320399364647,1.72291383420715,18.5,15.5980988673442,17.269952214821,19.5941276581085,20.6400428579913,21.2659810055852,22.4401368718281,22.5,6.87562913343325,1.54131568850986,6.27694205246472,3.28999265824253,4.34039043291059,4.90035359982498,5.83602749971693,6.87562913343325,7.91523076714957,4.49444109539774
"52","Phacelia tanacetifolia",258,FALSE,18,1938,19.2068952919112,2.03286926100949,19.5,15.8631229148216,17.8357458118717,20.5780447719508,21.8121220759054,22.5506676690009,23.9360563754636,26,7.29257200585866,1.70024878060863,7.120393300935,3.33720186974924,4.49591163235474,5.11361551925437,6.14577163055476,7.29257200585866,8.43937238116257,3.06594203663409
"53","Trifolium pratense",197,FALSE,21,1840,19.2434439414912,2.20996229694929,19.5,15.6083794419281,17.7528470238791,20.7340408591032,22.0756245829411,22.8785084410542,24.3845850327095,25.5,7.90065612873984,1.78541807645775,7.77817459305202,3.74715258229826,4.96390473005359,5.61255079770378,6.69640993635428,7.90065612873984,9.10490232112539,3.16227766016838
"54","Viburnum rhytidophyllum",25,FALSE,6,152,16.5883882149047,2.6927006794106,15.5,12.1592897360815,14.7721892062962,18.4045872235132,20.0392229861463,21.0174866937279,22.8525467158798,22.5,7.72614686170503,2.26579612394445,7.19722163338048,2.45511686575687,3.99924388930241,4.82241229185913,6.19789060007048,7.72614686170503,9.25440312333957,4.73286378633487
"55","Rosa canina",304,FALSE,25,4212,18.637296532201,2.52777582469226,18.5,14.4794752988357,16.9323376476526,20.3422554167494,21.8767715976811,22.7951177655663,24.5177824480257,26.5,7.04730228738469,2.2195237820001,7.02139581849649,1.88391785574566,3.39651054445677,4.20286810979898,5.55025624610918,7.04730228738469,8.5443483286602,1.7029386644856
"56","Trifolium alexandrinum",14,FALSE,4,54,22.4818809318378,1.89516234866025,23,19.3646162689821,21.2036133527089,23.7601485109667,24.9106292067245,25.5991455946935,26.8906878326058,25.5,6.51697641575054,2.48130041791924,5.58569608553849,0.744608463667464,2.43560042377987,3.33706198057967,4.84336471670676,6.51697641575054,8.19058811479433,3.56370590958345
"57","Chaerophyllum hirsutum",3,FALSE,1,2,15.8724696356275,1.16474777185524,15.5,13.9566300386078,15.0868592019474,16.6580800693076,17.3651539661132,17.7883092326473,18.5820781384768,19.5,11.8564510032166,1,11.9121790282047,9.53010312917577,10.2115973762651,10.574899437672,11.1819612530205,11.8564510032166,12.5309407534127,11.3137084989848
"58","Hypochaeris radicata",192,FALSE,20,1653,18.9432789432789,2.64285814427609,19.5,14.5961641391482,17.1606982137425,20.7258596728154,22.3302379355883,23.2903937474097,25.0914863686071,26.5,6.70112423652017,2.22338361876631,6.67832331427582,1.52876048182593,3.04398362708791,3.85174347908398,5.20147477490842,6.70112423652017,8.20077369813192,1.92353841864414
"59","Aesculus pavia",18,FALSE,4,120,16.2654614652712,1.21594025980655,17,14.265417718772,15.4453222231809,17.0856007073614,17.823751608835,18.2655052117703,19.0941615036328,18,6.6654643351897,1.05565920355649,7.3280284360802,4.2096337912844,4.92905946539509,5.3125826301903,5.95343302269068,6.6654643351897,7.37749564768871,4.41588043316392
"60","Clematis vitalba",359,FALSE,22,2860,22.0225013932751,2.64785562368772,22.5,17.6671664670085,20.2365499150987,23.8084528714515,25.4158649131482,26.3778363195417,28.1823346942081,27,6.70413319750139,2.14221991553474,6.70820393249937,1.72058445126921,3.18049499970641,3.95876791100703,5.2592278218073,6.70413319750139,8.14903857319549,0
"61","Cercis siliquastrum",6,FALSE,2,20,16.3413461538462,1.34911748409056,17,14.1222453669561,15.4313802390167,17.2513120686756,18.070309777686,18.5604469407362,19.4798627447916,17.5,6.98348199725753,1.88092898022145,7.3280284360802,2.60778686289755,3.88962914210214,4.57297451797652,5.71481467925139,6.98348199725753,8.25214931526367,4.74341649025257
"62","Tamarix ramosissima",7,FALSE,3,25,20.3359580052493,1.58735755541926,21.5,17.7249871729492,19.2653016042227,21.4066144062759,22.3702385654759,22.9469288375495,24.0287038796416,22.5,6.18799331409874,1.04275194775364,6.37965522265898,3.76218953729012,4.47281899082546,4.85165292298039,5.48466781334191,6.18799331409874,6.89131881485557,5.1478150704935
"63","Viburnum plicatum",3,FALSE,3,9,16.2808219178082,1,17,14.6359682908567,15.6063321676121,16.9553116680043,17.5623734833528,17.9256755447597,18.6071697918491,17,6.71650800152356,1,6.93541651885451,4.39016012748272,5.07165437457209,5.43495643597896,6.04201825132748,6.71650800152356,7.39099775171964,5.85662012085469
"64","Berberis vulgaris",9,FALSE,6,54,14.4825737265416,1,14.5,12.8377200995901,13.8080839763455,15.1570634767376,15.7641252920862,16.127427353493,16.8089216005824,16,7.42552978100071,1.72225479634404,6.44204936336256,3.41896599696911,4.59267273269964,5.2183714504793,6.26388657364061,7.42552978100071,8.5871729883608,5.12835267313004
"65","Cornus sanguinea",113,FALSE,17,1598,18.9212629008989,1.55619438298161,18.5,16.3615509258101,17.8716257402651,19.9709000615327,20.9156062487007,21.4809748759877,22.5415123953425,23,7.47404895902254,2.08318045610012,7.3824115301167,2.62784653373059,4.04752203021183,4.80434578419551,6.06896509357421,7.47404895902254,8.87913282447087,2.932575724683
"66","Vicia faba",116,TRUE,17,1197,16.8143001515917,2.22215774430066,16.5,13.1591759262205,15.3154775297421,18.3131227734413,19.6621098876873,20.4694243769629,21.9838120958289,24.5,7.50331419713308,1.57960611368955,7.2663607975382,3.8286008727295,4.90509335187611,5.47896750919042,6.43788606410242,7.50331419713308,8.56874233016375,3.04959016771106
"67","Hypericum perforatum",254,FALSE,23,2625,22.0048126283368,2.55479812466632,22,17.8025436668505,20.2816274794292,23.7279977772444,25.2789181646533,26.207081589823,27.9481618142578,27,6.30365606954602,2.29054759381719,6.48074069840786,0.975045544280041,2.53604055215085,3.36820121473518,4.75870519518003,6.30365606954602,7.84860694391201,0
"68","Matricaria chamomilla",33,FALSE,10,230,18.926455906822,1.42567137400139,18.5,16.5814351764549,17.9648551779101,19.8880566357339,20.7535272881256,21.271476637189,22.243063476811,22.5,7.51688735464577,2.0907425927145,6.92820323027551,2.65309276891776,4.0779218179974,4.83749291180172,6.10670290556146,7.51688735464577,8.92707180373007,4.1352146715739
"69","Centaurea cyanus",278,FALSE,19,2160,18.9695751268599,2.26898637172259,18.5,15.2374246638285,17.4391670757984,20.4999831779214,21.8773981637403,22.7017255898913,24.2480267489444,26.5,7.78686233096465,2.05863752533342,7.54983443527075,2.99775530048455,4.40070493084157,5.14861218748474,6.39833242075823,7.78686233096465,9.17539224117107,1.7029386644856
"70","Rhinanthus alectorolophus",5,FALSE,1,4,13.3553355335534,1.6552302043413,13,10.6327241285029,12.2388997265102,14.4717713405965,15.4765983932637,16.0779469386038,17.2059768004709,17.5,10.9290233743791,1,11.4192823417236,8.60267550033827,9.28416974742764,9.64747180883451,10.254533624183,10.9290233743791,11.6035131245752,7.68114574786861
"71","Photinia spc",11,FALSE,5,45,16.9127155172414,1.37527925964326,17,14.650582438946,15.9851037529547,17.840327281528,18.6752068054982,19.1748485955367,20.1120934991249,19.5,6.64046830792872,1,6.90651871495329,4.31412043388788,4.99561468097725,5.35891674238412,5.96597855773264,6.64046830792872,7.3149580581248,5.01996023490226
"72","Echium vulgare",127,FALSE,20,1330,20.0786893488645,2.62168026280607,19.5,15.7664090598808,18.3103928833104,21.8469858144186,23.438507794021,24.3909696378481,26.1776296546582,27.5,6.69072701911149,2.46522359958958,6.94262203781828,0.955759339170977,2.63579504008022,3.53141585563998,5.02795896924684,6.69072701911149,8.35349506897615,1.37840486650331
"73","Pinus mugo",1,FALSE,1,1,19.5,1,19.5,17.8551463730485,18.8255102498039,20.1744897501961,20.7815515655446,21.1448536269515,21.8263478740408,19.5,11.3137084989848,1,11.3137084989848,8.98736062494392,9.66885487203329,10.0321569334402,10.6392187487887,11.3137084989848,11.9881982491808,11.3137084989848
"74","Plantago media",153,FALSE,17,1024,20.5487126245847,2.26723411478543,21,16.8194443677318,19.0194864528671,22.0779387963024,23.4542900538441,24.2779808814376,25.8230878874687,26.5,7.61387553024404,1.81214865005868,7.86765540234192,3.39818737073405,4.6331562506198,5.2915135907618,6.39159983994779,7.61387553024404,8.83615122054029,2.12132034355964
"75","Arrhenatherum elatius",13,FALSE,6,77,18.6531456953642,3.30876117843999,19.5,13.210717870291,16.4214201946598,20.8848711960687,22.8934937636072,24.0955735204375,26.350475228537,22.5,7.10901820279364,2.19928161338687,6.21289001109789,1.99272409707398,3.49152186432655,4.29052540808424,5.62562529676949,7.10901820279364,8.59241110881779,4.76445177958598
"76","Sisymbrium loeselii",10,FALSE,3,30,19.590458488228,1.79722578134488,20.5,16.6342851433322,18.3782481199227,20.8026688565333,21.8936960019477,22.5466318331238,23.7714308638311,22.5,7.94052833377329,1.20397592209249,8.92188312353396,5.13966150701708,5.96016417155722,6.39757110593766,7.12845891483903,7.94052833377329,8.75259775270755,5.98331005715064
"77","Juniperus sabina",9,FALSE,3,25,19.944262295082,1,20,18.2994086681305,19.2697725448859,20.618752045278,21.2258138606266,21.5891159220334,22.2706101691228,21.5,6.84026018179261,1.34800852726453,6.37965522265898,3.70432341020184,4.62298346656003,5.11271774330927,5.93104224697576,6.84026018179261,7.74947811660945,4.41588043316392
"78","Melilotus albus",156,FALSE,21,2016,20.4450538492222,2.61184871920556,19.5,16.1489450103884,18.6833886590553,22.2067190393891,23.7922726642857,24.741162688056,26.5211225644623,27,7.14539866042503,1.56081968007338,6.95701096233145,3.51438911592522,4.5780787486391,5.14512775589417,6.09264178431121,7.14539866042503,8.19815553653885,3.28633537393858
"79","Lythrum salicaria",134,FALSE,23,1628,21.4842623270318,2.76523886605446,21.5,16.9358491488149,19.6191370550342,23.3493875990293,25.0280585249286,26.0326755052486,27.9171698842927,25.5,6.09573642647592,2.08057442690321,6.0909771211194,1.2555965316659,2.6734960342417,3.42937301244605,4.69241030100962,6.09573642647592,7.49906255194222,0.707106781186548
