"species","n_records","crop","countries","sites","temp.mean","temp.sd","temp.median","temp.q05","temp.q25","temp.q75","temp.q90","temp.q95","temp.q99","temp.max","prec.mean","prec.sd","prec.median","prec.q01","prec.q05","prec.q10","prec.q25","prec.q50","prec.q75","prec.min"
"302","Trifolium scabrum",4,FALSE,1,1,23.44,1,24,21.7951463730485,22.7655102498039,24.1144897501961,24.7215515655446,25.0848536269515,25.7663478740408,24,8.11601299719528,1.27117170019462,7.14142842854285,5.15882541490664,6.02512161565209,6.48694091473487,7.25862071467468,8.11601299719528,8.97340527971587,7.14142842854285
"303","Sanguisorba minor",23,FALSE,7,128,17.9102196752627,1.73496288813541,17.5,15.0564596760869,16.7400049902447,19.0804343602806,20.1336640807144,20.7639796744384,21.9463469016162,23,5.95982388876298,1.35720741885751,5.44977070710319,2.80248729527136,3.72741634332976,4.22049259635739,5.04440139585351,5.95982388876298,6.87524638167244,2.86356417930522
"304","Ornithogalum montanum",2,FALSE,1,4,18.6888888888889,1,18.5,17.0440352619374,18.0143991386928,19.363378639085,19.9704404544335,20.3337425158404,21.0152367629297,19,7.25670510350117,3.06004445651344,4.89897948556636,0.137977187620667,2.22337988057229,3.33510033962029,5.19273648243852,7.25670510350117,9.32067372456383,4.89897948556636
"305","Chondrilla ramosissima",45,FALSE,6,175,25.1480757357481,2.12421537632905,24.5,21.6540523695672,23.7153142372052,26.580837234291,27.8703672768365,28.642099101929,30.0897396604761,29.5,4.01633563292376,2.22153112704623,2.73861278752583,-1.15171858159579,0.362242101216175,1.1693289391516,2.51793565798953,4.01633563292376,5.514735607858,1.14017545667323
"306","Cannabis sativa",49,TRUE,9,230,22.6722296395194,2.2616885787795,23.5,18.9520829776792,21.146743874997,24.1977154040417,25.5707001784286,26.3923763013595,27.9337040565055,25.5,6.39124019526446,1.6112657844874,6.05805255507081,2.64287546300744,3.74094382566755,4.32632000664618,5.30445793878606,6.39124019526446,7.47802245174287,3.6331803987691
"307","Onopordum acanthium",22,FALSE,3,78,23.3563589412524,1,23.5,21.7115053143009,22.6818691910563,24.0308486914485,24.637910506797,25.0012125682039,25.6827068152933,25,6.6100927580304,1.12442791446596,6.05805255507081,3.99428226970034,4.76057342467558,5.16908040390449,5.85167765488875,6.6100927580304,7.36850786117204,5.02991064930581
"308","Loranthus europaeus",14,FALSE,7,78,18.7077594123049,1.3541034568174,18.5,16.4804574300912,17.7944305099764,19.6210883146333,20.4431128172986,20.9350613945185,21.8578751103034,20.5,8.54188496265225,1.66300073938918,8.22192182339385,4.6731667280459,5.80649216484498,6.41066376158622,7.42020800936575,8.54188496265225,9.66356191593876,4.89897948556636
"309","Tribulus terrestris",43,FALSE,8,230,26.3448862150144,1.70951086592258,26,23.5329910668887,25.1918386581008,27.497933771928,28.535712541553,29.1567813631401,30.3218031836031,29.5,4.20808912056888,2.27527254286046,3.87298334620742,-1.08498632237806,0.465598826141746,1.29221003122541,2.67344111150692,4.20808912056888,5.74273712963084,0
"310","Parthenocissus spc",66,FALSE,11,630,19.182660944206,2.19359037393031,18,15.5745258616009,17.7031067208612,20.6622151675508,21.99386012208,22.7907960268111,24.2857152471152,26,8.66481503982788,1.56106810658663,9.20869171218149,5.0332275688371,6.09708650279059,6.66422576391003,7.61189060257719,8.66481503982788,9.71773947707857,3.04959016771106
"311","Verbascum sinuatum",30,FALSE,2,66,24.9123222748815,1.21267273519305,25,22.9176531280941,24.0943869446516,25.7302576051115,26.4664249171614,26.906991421669,27.7334209143052,27,5.91323789046138,1.20901525572278,6.34034705359257,3.10064782062776,3.92458476204611,4.36382249672255,5.09776949264567,5.91323789046138,6.72870628827709,2.932575724683
"312","Crepis setosa",43,FALSE,10,270,22.5126685737638,1.98585629246291,23,19.2462256485018,21.1732288591352,23.8521082883924,25.0576458143162,25.7791114990258,27.1324611378855,25.5,7.32994831221763,1.34688405916151,7.02139581849649,4.19662744460776,5.1145211824227,5.60384693759213,6.4214888196107,7.32994831221763,8.23840780482456,3.56370590958345
"313","Centaurea solstitialis",28,FALSE,5,72,24.347197640118,1,24.5,22.7023440131665,23.6727078899219,25.0216873903141,25.6287492056626,25.9920512670695,26.6735455141588,25,4.0942019447662,2.29685156887713,4.70106374983365,-1.24907381947847,0.316217311129479,1.15066822084815,2.54499910383679,4.0942019447662,5.64340478569561,1.4142135623731
"314","Rubus sanctus",78,FALSE,3,126,24.2864829148575,1.44756750965091,24.5,21.9054462463511,23.3101134668811,25.2628523628339,26.1416153230821,26.6675195833639,27.6540285134645,27,5.63008265660938,1.69889014079855,6.00832774488876,1.67787318933374,2.83565704672479,3.45286733698072,4.48419866993158,5.63008265660938,6.77596664328718,1.4142135623731
"315","Trifolium pallidum",24,FALSE,4,108,22.6717948717949,1.4600120328353,23.5,20.2702887841929,21.6870317204845,23.6565580231052,24.5428755781889,25.0733009593968,26.0682907604553,25,6.32422507040192,1.22156902163315,6.08276253029822,3.4824305739315,4.31492283459708,4.75872137830718,5.50028928615331,6.32422507040192,7.14816085465054,2.932575724683
"316","Trifolium squamosum",51,FALSE,5,198,22.6669039708907,1.70743516986432,23,19.8584230389548,21.5152564496929,23.8185514920885,24.8550701858962,25.4753849028265,26.6389921483671,25.5,6.76586699128794,1.9496894274182,6.86294414154742,2.23021113677371,3.55891326517018,4.26723945325439,5.4508214564287,6.76586699128794,8.08091252614718,2.932575724683
"317","Potentilla astracanica",4,FALSE,2,8,21.2461538461538,2.44489755173127,22.5,17.2246552406639,19.5970955072316,22.8952121850761,24.3794161311712,25.2676524516438,26.9338360678715,23.5,7.32578813918453,2.0700012550038,8.17924211220086,2.51024512034457,3.92093906709743,4.67297479015513,5.92959350979145,7.32578813918453,8.72198276857762,4.64758005633039
"318","Astragalus sesameus",4,FALSE,1,6,18.6282894736842,1.8706789422645,19,15.5512964306387,17.3665357012192,19.8900432461493,21.0256610007746,21.7052825167297,22.9801394540342,23.5,10.7247143838626,1,10.7470926301023,8.39836650982173,9.0798607569111,9.44316281831797,10.0502246336665,10.7247143838626,11.3992041340587,8.55570012214079
"319","Verbascum nigrum",65,FALSE,8,242,21.5412342215989,3.12624559101637,21,16.3990178224745,19.4326136138626,23.6498548293351,25.5476791530428,26.6834506207232,28.8139690059894,27,6.90981225124932,1.65587106300217,7.15541758110594,3.05768012414847,4.18614672750621,4.78772809811889,5.79294419160806,6.90981225124932,8.02668031089057,2.40831895541268
"320","Rhinanthus minor",8,FALSE,3,35,19.7491448118586,3.0921560540081,22.5,14.6630007113234,17.6635172474234,21.8347723762938,23.7119022437809,24.8352889123938,26.9425754743029,24,8.36129641799003,1.21079266103737,8.05605371940878,5.54457148508148,6.36971971799648,6.80960318768767,7.54462917850768,8.36129641799003,9.17796365747237,6.04979357416433
"321","Paeonia tenuifolia",3,FALSE,2,4,17.5,1,17.5,15.8551463730485,16.8255102498039,18.1744897501961,18.7815515655446,19.1448536269515,19.8263478740408,17.5,5.74560823557312,1.00785844685221,6.74536878161602,3.40097888040437,4.08782861381458,4.45398566516232,5.06581804352276,5.74560823557312,6.42539842762349,4.73286378633487
"322","Geranium pyrenaicum",2,FALSE,2,4,17.8360655737705,1,17.5,16.191211946819,17.1615758235744,18.5105553239666,19.1176171393151,19.480919200722,20.1624134478113,18.5,7.22929782752187,1,6.74536878161602,4.90294995348103,5.5844442005704,5.94774626197727,6.55480807732579,7.22929782752187,7.90378757771795,6.74536878161602
"323","Crataegus pentagyna",3,FALSE,2,6,17.7300613496933,1,17.5,16.0852077227418,17.0555715994972,18.4045510998893,19.0116129152379,19.3749149766447,20.0564092237341,18,6.79454313692328,1,6.74536878161602,4.46819526288244,5.14968950997181,5.51299157137868,6.1200533867272,6.79454313692328,7.46903288711936,6.49615276606085
"324","Smyrnium rotundifolium",2,FALSE,1,1,17.5,1,17.5,15.8551463730485,16.8255102498039,18.1744897501961,18.7815515655446,19.1448536269515,19.8263478740408,17.5,7.42967029954896,1,7.42967029954896,5.10332242550812,5.78481667259749,6.14811873400436,6.75518054935288,7.42967029954896,8.10416004974505,7.42967029954896
"325","Filipendula vulgaris",55,FALSE,9,352,20.2333333333333,2.08237768304425,20.5,16.8081268486952,18.8287909300829,21.6378757365837,22.9020077130938,23.6585398179715,25.0776682292334,25,8.41550504360221,1.9146966026094,8.16700707603465,3.96125467268862,5.26610939228848,5.96172261498521,7.12406181040691,8.41550504360221,9.70694827679751,5.1478150704935
"326","Verbascum phlomoides",21,FALSE,2,50,22.5873308733087,2.77297822946335,23,18.0261875751185,20.7169854800188,24.4576762665986,26.1410454644986,27.148474171499,29.0382428821823,25.5,6.83203833370387,1.23690407565158,6.70074634126677,3.95456916691937,4.79751217867731,5.24688197912409,5.99775921270112,6.83203833370387,7.66631745470661,4
"327","Silybum marianum",22,FALSE,6,104,20.5502560819462,3.26898974863192,20,15.1732464374418,18.3453560029979,22.7551561608945,24.7396350120547,25.9272657264506,28.1550634339374,25,5.88521905235271,2.16078045465329,5.01996023490226,0.858492035401015,2.33105148447038,3.1160674778936,4.42779478326503,5.88521905235271,7.34264332144038,2.73861278752583
"328","Sambucus ebulus",21,FALSE,5,130,22.1438998957247,1.69277656510339,21.5,19.3595302229959,21.0021394531903,23.2856603382591,24.3132803528502,24.9282695684535,26.0818870591791,25.5,6.4369887072936,1.57541946932832,6.26099039769268,2.77201497409912,3.84565427919895,4.41800741998645,5.3743844229723,6.4369887072936,7.4995929916149,2.932575724683
"329","Rubus canescens x Rubus crispomarginatus",1,FALSE,1,1,23,1,23,21.3551463730485,22.3255102498039,23.6744897501961,24.2815515655446,24.6448536269515,25.3263478740408,23,9.82344135219425,1,9.82344135219425,7.49709347815341,8.17858772524278,8.54188978664965,9.14895160199817,9.82344135219425,10.4979311023903,9.82344135219425
"330","Cerinthe minor",10,FALSE,5,24,21.9458077709611,1.68339102247687,21.5,19.1768759420625,20.8103777807284,23.0812377611939,24.1031601712401,24.7147395998598,25.8619608972797,26,7.56903662142532,1.74206040229537,8.72926139945414,3.51639810809475,4.70360225034124,5.33649638559043,6.39403473585463,7.56903662142532,8.74403850699601,3.25576417757798
"331","Orlaya grandiflora",15,FALSE,3,35,22.5276073619632,1,22.5,20.8827537350117,21.8531176117671,23.2020971121593,23.8091589275078,24.1724609889147,24.853955236004,24,8.77101917583986,1,9.01665143221141,6.44467130179902,7.12616554888839,7.48946761029526,8.09652942564378,8.77101917583986,9.44550892603595,6.47302105125574
"332","Lapsana communis",4,FALSE,3,12,19.1526315789474,1.34495448829613,19.5,16.9403783107888,18.2454735621114,20.0597895957833,20.8762601090095,21.3648848471059,22.2814635934768,20.5,9.20315597191523,1,9.66953980290686,6.87680809787439,7.55830234496375,7.92160440637063,8.52866622171914,9.20315597191523,9.87764572211131,7.16240177873316
"333","Veronica austriaca",1,FALSE,1,1,17,1,17,15.3551463730485,16.3255102498039,17.6744897501961,18.2815515655446,18.6448536269515,19.3263478740408,17,10.7470926301023,1,10.7470926301023,8.4207447560615,9.10223900315087,9.46554106455774,10.0726028799063,10.7470926301023,11.4215823802984,10.7470926301023
"334","Paliurus spina-christi",25,FALSE,4,120,22.3896551724138,1,22.5,20.7448015454623,21.7151654222177,23.0641449226099,23.6712067379584,24.0345087993653,24.7160030464546,25.5,7.5309483999804,2.1462013550546,8.17924211220086,2.53813744038556,4.00076131695067,4.78048069343623,6.08335758413913,7.5309483999804,8.97853921582166,2.932575724683
"335","Vicia villosa",15,FALSE,7,132,19.031847133758,2.48235956663259,18.5,14.9487289971847,17.3575210497631,20.7061732177528,22.2131189226206,23.1149652703313,24.8066790341986,24.5,7.05164812291423,1.06704873258807,6.90651871495329,4.56932157236,5.29650914498277,5.68417014915361,6.33193468982386,7.05164812291423,7.77136155600461,4
"336","Dasypyrum villosum",3,FALSE,2,6,23.1538461538462,2.29286099414281,25,19.3824254315348,21.6073349146724,24.7003573930199,26.092265750466,26.9252668761575,28.4878384530414,25,6.51815470961709,2.1487199325168,5.23450089502333,1.51948466269746,2.98382493531391,3.7644593161833,5.06886513909249,6.51815470961709,7.96744428014168,5.23450089502333
"337","Verbascum lychnitis",12,FALSE,1,8,22.2646356033453,2.54860249111667,20.5,18.0725575521745,20.5456293457629,23.9836418609277,25.5308011157867,26.4567136545161,28.1935715903297,25.5,7.65774402828195,1,8.04984490844389,5.33139615424111,6.01289040133048,6.37619246273735,6.98325427808587,7.65774402828195,8.33223377847804,6.48074069840786
"338","Convolvulus holosericeus",1,FALSE,1,1,22.5,1,22.5,20.8551463730485,21.8255102498039,23.1744897501961,23.7815515655446,24.1448536269515,24.8263478740408,22.5,9.01665143221141,1,9.01665143221141,6.69030355817056,7.37179780525993,7.7350998666668,8.34216168201532,9.01665143221141,9.69114118240749,9.01665143221141
"339","Echium italicum",26,FALSE,4,84,24.0192670439235,1.78443195838706,24.5,21.0841376651224,22.8156859780691,25.2228481097779,26.3061086138022,26.9543964227245,28.1704765366877,27,5.95371531552488,1.75329185297828,5.74456264653803,1.87494854077574,3.06980685204909,3.70678139648397,4.77113793158873,5.95371531552488,7.13629269946102,3.7282704529044
"340","Ballota nigra",27,FALSE,3,65,23.8377135348226,1.55818874501439,24,21.2747211261107,22.7867311974395,24.8886958722057,25.8346127604098,26.4007059435345,27.4626026091412,25.5,6.45815406048385,1.07344360943798,6.27694205246472,3.96095080176508,4.69249644617191,5.08248072228476,5.73412734850445,6.45815406048385,7.18218077246325,5.02991064930581
"341","Chaerophyllum aureum",5,FALSE,3,25,18.6949013157895,2.24476480243521,17,15.0025917888509,17.180830464946,20.208972166633,21.5716831626297,22.387210842728,23.9170051416563,25,9.23861823587605,1.65507746648336,10.7470926301023,5.38833229034959,6.51625806224524,7.11755111760671,8.12228544895253,9.23861823587605,10.3549510227996,6.3166448000501
"342","Trifolium setiferum",3,FALSE,2,4,24.9829721362229,1,25,23.3381185092714,24.3084823860268,25.657461886419,26.2645237017675,26.6278257631744,27.3093200102638,25,6.12974950085007,1,6.20483682299543,3.80340162680923,4.4848958738986,4.84819793530547,5.45525975065399,6.12974950085007,6.80423925104616,4
"343","Capsicum annuum",20,TRUE,5,66,25.297783933518,1.26069998612494,25,23.2241169888427,24.4474547148044,26.1481131522316,26.9134359744185,27.3714508781933,28.2306106660431,28.5,5.68845491377237,2.55255194287751,7.1274118191669,-0.249668871919547,1.48988059254827,2.41722797524378,3.96678479145839,5.68845491377237,7.41012503608635,0
"344","Erigeron annuus",29,FALSE,4,85,22.5449735449735,1.46122622233148,23,20.141470293375,21.5593914352932,23.5305556546539,24.4176102978173,24.9484767965721,25.9442940607871,25.5,7.03725497744303,1,6.89927549022359,4.71090710340219,5.39240135049156,5.75570341189843,6.36276522724695,7.03725497744303,7.71174472763911,5.46808921104987
"345","Verbascum blattaria",16,FALSE,4,54,23.9520654715511,2.64144367149048,25.5,19.6072772681119,22.1704387894104,25.7336921536917,27.3372117440476,28.2968536749902,30.0969823411216,26,6.27522495947623,1,6.48074069840786,3.94887708543539,4.63037133252475,4.99367339393163,5.60073520928014,6.27522495947623,6.94971470967231,3.6331803987691
"346","Galium mollugo",7,FALSE,2,9,23.4392764857881,1,23,21.7944228588366,22.764786735592,24.1137662359842,24.7208280513327,25.0841301127396,25.765624359829,24.5,6.26659657650646,1.75358623297621,7.13442369992139,2.18714497147496,3.38220390102337,4.01928539431834,5.08382063627905,6.26659657650646,7.44937251673387,3.6331803987691
"347","Trifolium bocconei",6,FALSE,2,4,25.124203821656,1,25.5,23.4793501947046,24.44971407146,25.7986935718521,26.4057553872006,26.7690574486075,27.4505516956969,25.5,6.2446991375535,1.22073024551883,6.48074069840786,3.40485592611341,4.23677656568248,4.68027038030119,5.4213290991967,6.2446991375535,7.0680691759103,2.932575724683
"348","Onopordum illyricum",9,FALSE,2,25,21.5044345898004,1.93792049534225,20.5,18.3168390342931,20.1973270789972,22.8115421006037,23.9879796345073,24.6920301453077,26.0127118142001,24,7.75670935617407,2.34751313250904,8.04984490844389,2.29557717107871,3.89539386585036,4.7482502260706,6.17333580984602,7.75670935617407,9.34008290250211,3.6331803987691
"349","Securigera varia",18,FALSE,6,91,21.2448347107438,2.28591618302501,21,17.484837186188,19.7030076754861,22.7866617460015,24.1743541738032,25.0048322352996,26.5626709633596,25.5,7.6415102613375,1.88863370364422,8.01872826887157,3.24789126002289,4.53498426391552,5.22112878169196,6.36764618635461,7.6415102613375,8.91537433632039,3.28633537393858
"350","Galium humifusum",8,FALSE,2,12,24.0330827067669,1.56715736270312,25,21.455338234721,22.9760511286793,25.0901142848545,26.0414756783938,26.6108271788128,27.6788359057788,25.5,5.42984107435095,1.30764079461413,5.78791845139511,2.38781369179129,3.27896337058019,3.75403196684322,4.54785076144546,5.42984107435095,6.31183138725644,3.6331803987691
"351","Trifolium heldreichianum",2,FALSE,1,1,18.1517857142857,1,18.5,16.5069320873342,17.4772959640896,18.8262754644818,19.4333372798303,19.7966393412372,20.4781335883266,18.5,9.24589306184843,1,8.79204202958562,6.91954518780759,7.60103943489695,7.96434149630383,8.57140331165234,9.24589306184843,9.92038281204451,8.79204202958562
"352","Agrimonia eupatoria",50,FALSE,7,225,22.7588292210934,1.86233965398188,23,19.6955530866257,21.5027002130989,24.0149582290879,25.1455135202296,25.822105355561,27.0912791158761,26.5,7.2557958966369,1.31247503395908,7.50333254227746,4.20252239165451,5.09696657674605,5.57379146212844,6.37054493884324,7.2557958966369,8.14104685443056,4.25440952189608
"353","Ononis spinosa",27,FALSE,7,135,23.9526570048309,1.44107968627429,24,21.5822918561366,22.9806635272231,24.9246504824387,25.7994749328503,26.3230221535253,27.3051096693186,26,6.36667801452498,1,6.48845145547071,4.04033014048414,4.72182438757351,5.08512644898038,5.6921882643289,6.36667801452498,7.04116776472106,2.98328687390268
"354","Sanicula europaea",1,FALSE,1,1,17,1,17,15.3551463730485,16.3255102498039,17.6744897501961,18.2815515655446,18.6448536269515,19.3263478740408,17,10.7470926301023,1,10.7470926301023,8.4207447560615,9.10223900315087,9.46554106455774,10.0726028799063,10.7470926301023,11.4215823802984,10.7470926301023
"355","Chaerophyllum bulbosum",3,FALSE,2,4,21.7926136363636,2.27304754236908,22.5,18.0537831420647,20.2594663673273,23.3257609054,24.705641272844,25.5314441306626,27.0805129541477,25,6.73349019824277,1,6.60302978109292,4.40714232420192,5.08863657129129,5.45193863269816,6.05900044804668,6.73349019824277,7.40797994843885,6.60302978109292
"356","Physospermum cornubiense",2,FALSE,2,4,22.9686192468619,1,23,21.3237656199104,22.2941294966658,23.643108997058,24.2501708124065,24.6134728738134,25.2949671209028,23,5.89736679710264,1,5.74456264653803,3.5710189230618,4.25251317015117,4.61581523155804,5.22287704690656,5.89736679710264,6.57185654729872,5.74456264653803
"357","Trifolium micranthum",5,FALSE,3,9,21.2175572519084,1.87401177715824,22.5,18.1350821832999,19.9535555164684,22.4815589873484,23.6191999787746,24.3000323205169,25.577160565628,22.5,7.91540900689508,1.07297368190144,8.05605371940878,5.4192989631019,6.15052435459603,6.54033790506614,7.19169925622241,7.91540900689508,8.63911875756776,6.64830811259526
"358","Portulaca oleracea",88,FALSE,11,520,25.428181108509,1.61034806658548,25,22.7793942505316,24.342017843349,26.514344373669,27.4919251943133,28.0769679664864,29.1744109096759,29.5,4.73841637337805,2.26572389952896,4.94974746830583,-0.532445603454674,1.0116321995672,1.83477436284489,3.21020882637147,4.73841637337805,6.26662392038463,0
"359","Amaranthus hybridus",24,FALSE,7,135,25.2541696881798,2.07771078187048,25,21.836639572864,23.8527750619363,26.6555643144234,27.9168631934348,28.6716998034957,30.087647748456,29.5,3.70587322327773,2.38521830174699,2.14476103680573,-1.84297430211469,-0.217461751421845,0.649092974508235,2.09706792676928,3.70587322327773,5.31467851978618,1.26491107355418
"360","Telekia speciosa",1,FALSE,1,1,18.5,1,18.5,16.8551463730485,17.8255102498039,19.1744897501961,19.7815515655446,20.1448536269515,20.8263478740408,18.5,8.79204202958562,1,8.79204202958562,6.46569415554478,7.14718840263415,7.51049046404102,8.11755227938954,8.79204202958562,9.4665317797817,8.79204202958562
"361","Eryngium campestre",52,FALSE,8,234,24.653045288912,1.95557330569565,25,21.436413444269,23.3340311384632,25.9720594393608,27.1592133203635,27.869677133555,29.2023890911481,27.5,3.30131513963387,2.37458273905205,2.25831793709389,-2.22279036709394,-0.604525891192254,0.258164912886532,1.69968342115073,3.30131513963387,4.90294685811702,0.836660019362704
"362","Carthamus lanatus",29,FALSE,4,102,25.8610260336907,1.71539232685037,25.5,23.0394567432261,24.7040114916651,27.0180405757162,28.0593897556889,28.6825953241552,29.851625326405,29.5,3.27472117008101,1.62342091509666,3.87298334620742,-0.501920624427553,0.604431389815381,1.19422355480103,2.17974040259436,3.27472117008101,4.36970193756765,0.547722568459617
"363","Berteroa incana",38,FALSE,10,416,20.9444749862562,1.96278522464134,20.5,17.7159805905781,19.6205964703993,22.2683535021131,23.4598854637231,24.1729693819342,25.5105962207993,25,7.2316658983815,1.55032418975248,6.75277737601352,3.62507251547673,4.68160953191653,5.24484550590255,6.18598812291241,7.2316658983815,8.27734367385059,4
"364","Gaillardia pulchella",4,FALSE,2,12,21.5580204778157,2.2482974166137,20,17.859900317633,20.0415669149174,23.074474040714,24.4393295518869,25.2561406379984,26.7883423931665,24.5,4.81011034813304,1.27946337083431,3.98748047894908,1.83363345547951,2.70558038206467,3.17041206218336,3.94712541875397,4.81011034813304,5.67309527751211,3.98748047894908
"365","Inula salicina",5,FALSE,3,12,20.5916030534351,2.94639303269818,22.5,15.745217787177,18.604291152831,22.5789149540392,24.3675576571992,25.4379883196933,27.4459382211413,26.5,7.20975438631818,1.7169680933598,6.60302978109292,3.21548931253467,4.38559319059537,5.00937123828281,6.05167700593329,7.20975438631818,8.36783176670308,2.40831895541268
"366","Silphium perfoliatum",14,FALSE,3,35,20.273631840796,1.13683979788639,20.5,18.4036967759798,19.5068450495067,21.0404186320854,21.7305506635507,22.1435669056122,22.9183166877341,23,8.08619935316943,1.51133434876014,7.3143694191639,4.57030990396638,5.60027556807497,6.14934645245454,7.06681982581145,8.08619935316943,9.10557888052742,4.90917512215647
"367","Galega officinalis",34,FALSE,7,228,23.7719789545146,2.04323925132576,24,20.4111494612418,22.3938350222971,25.1501228867321,26.3904954158333,27.1328084477874,28.5252642429931,26,5.12006323601298,1.22247079355477,5.31977453845555,2.27617090434981,3.10927771739217,3.55340387670031,4.29551921584622,5.12006323601298,5.94460725617975,3.25576417757798
"368","Lavandula angustifolia",6,FALSE,2,6,23.5648648648649,1,23,21.9200112379134,22.8903751146688,24.2393546150609,24.8464164304095,25.2097184918163,25.8912127389057,25,7.37559064656991,1,8.1301905555774,5.04924277252907,5.73073701961844,6.09403908102531,6.70110089637383,7.37559064656991,8.05008039676599,6
"369","Datura stramonium",24,FALSE,8,135,24.0172588832487,1.3454253260257,24.5,21.804231155943,23.1097832911902,24.9247344753073,25.7414908161403,26.2302866105545,27.1471862301293,26.5,5.246395672846,1.66875694637923,5.23450089502333,1.3642864983458,2.50153475709366,3.10779759570027,4.1208362169447,5.246395672846,6.3719551287473,1.7029386644856
"370","Daucus guttatus",8,FALSE,4,12,23.8994910941476,1,24,22.2546374671961,23.2250013439515,24.5739808443437,25.1810426596922,25.5443447210991,26.2258389681884,25,4.53212290985328,1.41447046923188,3.6331803987691,1.24157254086214,2.20552602832146,2.71940606559255,3.57807707640133,4.53212290985328,5.48616874330523,3.6331803987691
"371","Lactuca sativa",13,TRUE,7,96,25.9043887147335,2.65527753018803,25,21.536845838641,24.1134312366958,27.6953461927713,29.3072637905014,30.2719315908261,32.0814879520749,29.5,4.3714441695793,2.30371472067908,3.68781783443814,-0.987797673269055,0.582170655808826,1.41911496272489,2.81761220310544,4.3714441695793,5.92527613605317,0.316227767597977
"372","Artemisia absinthium",3,FALSE,2,4,24.2107438016529,1,24,22.5658901747014,23.5362540514568,24.885233551849,25.4922953671975,25.8555974286044,26.5370916756937,25,4.20478655600257,1.16150832015122,3.6331803987691,1.50271414473804,2.29427538286753,2.7162537499197,3.42136109929311,4.20478655600257,4.98821201271204,3.6331803987691
"373","Digitaria sanguinalis",4,FALSE,2,6,24.3923357664234,1.17681183682956,24.5,22.4566525483748,23.5985882445724,25.1860832882743,25.9004808182637,26.3280189844719,27.1300094811779,25,5.04173331964931,2.83028715150009,7.30068484732768,-1.54249917816804,0.386325233190229,1.4145743897036,3.13273364585083,5.04173331964931,6.95073299344779,1.78885439541624
"374","Caprifoliaceae spc",47,FALSE,4,184,24.1177276559865,1.51560851689951,25,21.6247734899258,23.0954652460279,25.1399900659451,26.0600581235718,26.6106818220472,27.6435603071539,25.5,6.28947233695175,1.5358610139722,6.6332495807108,2.71652533227531,3.76320577762621,4.32118725003676,5.25354982530174,6.28947233695175,7.32539484860176,2.62678512539568
"375","Atriplex tatarica",12,FALSE,4,49,24.8153961136024,1,25,23.1705424866509,24.1409063634063,25.4898858637985,26.096947679147,26.4602497405539,27.1417439876432,26,7.17449936186009,1,7.10633520177595,4.84815148781925,5.52964573490862,5.89294779631549,6.50000961166401,7.17449936186009,7.84898911205617,5.8309518948453
"376","Xanthium strumarium",51,FALSE,8,476,24.1478212906784,1.38269739751801,24.5,21.8734864613946,23.2152060684297,25.0804365129271,25.9198193051421,26.4221561199623,27.3644564418363,27,6.30087723989343,1.74072070784215,6.89927549022359,2.25135532190598,3.43764647008974,4.07005389158242,5.12677896449984,6.30087723989343,7.47497551528703,1.4142135623731
"377","Solanum melongena",2,TRUE,1,1,24.5,1,24.5,22.8551463730485,23.8255102498039,25.1744897501961,25.7815515655446,26.1448536269515,26.8263478740408,24.5,7.30068484732768,1,7.30068484732768,4.97433697328684,5.65583122037621,6.01913328178308,6.6261950971316,7.30068484732768,7.97517459752376,7.30068484732768
"378","Cirsium bulgaricum",2,FALSE,1,1,18.5,1,18.5,16.8551463730485,17.8255102498039,19.1744897501961,19.7815515655446,20.1448536269515,20.8263478740408,18.5,8.97775018977472,1,8.97775018977472,6.65140231573388,7.33289656282325,7.69619862423012,8.30326043957864,8.97775018977472,9.6522399399708,8.97775018977472
"379","Symphyotrichum ericoides",1,FALSE,1,1,24.5,1,24.5,22.8551463730485,23.8255102498039,25.1744897501961,25.7815515655446,26.1448536269515,26.8263478740408,24.5,7.17635004720366,1,7.17635004720366,4.85000217316282,5.53149642025219,5.89479848165906,6.50186029700758,7.17635004720366,7.85083979739974,7.17635004720366
"380","Lotus ornithopodioides",1,FALSE,1,1,19.5,1,19.5,17.8551463730485,18.8255102498039,20.1744897501961,20.7815515655446,21.1448536269515,21.8263478740408,19.5,7.0851958872003,1,7.0851958872003,4.75884801315946,5.44034226024882,5.8036443216557,6.41070613700422,7.0851958872003,7.75968563739638,7.0851958872003
"381","Quercus coccifera",95,FALSE,10,645,20.2607822776047,3.8235054146052,19,13.9716755287227,17.6818670656343,22.8396974895751,25.1608016275603,26.5498890264867,29.1555859702552,28.5,4.11670328647013,1.89060924555806,3.75499672170296,-0.281511512575817,1.00692781176597,1.6937900479921,2.84150672871527,4.11670328647013,5.39189984422499,0
"382","Tamarix africana",1,FALSE,1,1,19.5,1,19.5,17.8551463730485,18.8255102498039,20.1744897501961,20.7815515655446,21.1448536269515,21.8263478740408,19.5,7.0851958872003,1,7.0851958872003,4.75884801315946,5.44034226024882,5.8036443216557,6.41070613700422,7.0851958872003,7.75968563739638,7.0851958872003
"383","Oxalis articulata",1,FALSE,1,1,19.5,1,19.5,17.8551463730485,18.8255102498039,20.1744897501961,20.7815515655446,21.1448536269515,21.8263478740408,19.5,7.0851958872003,1,7.0851958872003,4.75884801315946,5.44034226024882,5.8036443216557,6.41070613700422,7.0851958872003,7.75968563739638,7.0851958872003
