"species","n_records","crop","countries","sites","sites2","abundance","temp.mean","temp.sd","temp.median","temp.q05","temp.q25","temp.q75","temp.q90","temp.q95","temp.q99","temp.max","prec.mean","prec.sd","prec.median","prec.q01","prec.q05","prec.q10","prec.q25","prec.q50","prec.q75","prec.min"
"479","Barbarea vulgaris",51,FALSE,13,544,34,0.0022917573048817,13.0910281026359,2.67623512329142,12,8.68901305351506,11.2859349428611,14.8961212624107,16.5207614146554,17.4930431517567,19.3168819921383,20.5,26.7398852498162,3.56244662274819,4.76445177958598,0.78020986680537,2.06649241398319,2.75220488028389,3.89800034587421,5.17106229413418,6.44412424239414,3.16227766016838
"481","Viburnum lantana",11,FALSE,4,50,10,0.000214096453415442,15.0607476635514,3.0523754183642,14,10.0400368858375,13.0019517301143,17.1195435969885,18.9725241595859,20.0814584412653,22.1616347288375,23.5,110.229538049599,5.4840528290366,10.295630140987,5.05117141468612,6.64709836588684,7.49788111820253,8.91950179408841,10.4990255761951,12.0785493583018,5.46808921104987
"482","Verbascum chaixii",13,FALSE,5,60,10,0.00017721428525116,21.1433408577878,1.6573897699746,21,18.4171772833728,20.0254484458601,22.2612332697155,23.2673713122164,23.8695044322028,24.9990060256253,24.5,94.72716418119,10.2472675442928,8.96660479390053,2.28583367752009,4.46738900432526,5.63036807668936,7.57365511488488,9.73278809905928,11.8919210832337,3.80788655293195
"483","Paeonia lactiflora",10,FALSE,5,54,9,0.000288082859738417,14.8150208623088,2.94208199798222,16,9.97572661713908,12.8306167104334,16.7994250141842,18.5854506527835,19.6543151074784,21.6593270635685,20,30.04789933741,3.51170105555599,4.56070182537732,1.12212909408857,2.39921750280401,3.08002860791125,4.21763411385132,5.48159642233994,6.74555873082855,3.68781783443814
"486","Fragaria virginiana",21,TRUE,7,140,14,0.00056858747349954,15.9760900140647,3.08085814065071,16.5,10.9085293272924,13.8980827763876,18.0540972517417,19.9243685874364,21.0436507008369,23.1432377997888,24.5,36.639384780321,2.21164378944638,5.24404424085076,2.59339689872849,3.60688763665504,4.14717579884873,5.04997362851833,6.05304756137939,7.05612149424045,2.21359438357618
"488","Sorbus bristoliensis",16,FALSE,6,130,13,0.00030955110538068,15.4134366925064,2.33891104193663,15.5,11.5662703820601,13.8358651680998,16.9910082169131,18.4108717999699,19.2606030029527,20.8545574224864,19,33.8499390735773,1.38272713657332,6.13188407343126,3.08253110754903,3.88389623046625,4.31110101222169,5.02494147140802,5.81807004715286,6.6111986228977,4.20713688391524
"490","Potentilla argentea",13,FALSE,5,48,8,0.000216584700691143,18.3927911275416,1.81571426890122,18,15.4062069268319,17.1681104638829,19.6174717912002,20.7197225914336,21.3793753282513,22.6167741568656,22,90.2182895816136,1.75217983309573,9.66953980290686,6.41894583483109,7.32103929169849,7.80194197556017,8.60550927473963,9.49833088398239,10.3911524932251,7.42967029954896
"492","Fragaria vesca",12,TRUE,3,55,11,0.00026776875158703,15.3004484304933,1.59509440031442,16,12.6767516208061,14.224573606886,16.3763232541005,17.3446441564077,17.9241452401804,19.0111928975592,23.5,55.8232211192491,1.30096040680578,7.53657742214594,4.81806962691914,5.59537958917856,6.00976065379805,6.70217324391609,7.4714939014396,8.2408145589631,5.648008464937
"496","Lepidium draba",11,FALSE,3,40,8,0.000175204115999432,17.1358447488584,1,17.5,15.490991121907,16.4613549986624,17.8103344990545,18.417396314403,18.7806983758099,19.4621926228993,18,38.2676841295014,1.63078854747917,6,3.21528747601443,4.08557151869948,4.54951672156415,5.32474881351159,6.1860879503529,7.04742708719421,4.78539440589801
"499","Papaver somniferum",49,FALSE,10,416,32,0.00270319208441007,18.9854986682452,1.82354159857719,19,15.9860396559286,17.7555385509487,20.2154587855417,21.3224612587375,21.9849576805617,23.2276907893203,22,62.7316163947402,1.24003895706894,7.84219357067906,5.32977726056094,6.08866905781204,6.49323146681787,7.16923751391212,7.92032931100344,8.67142110809475,4.61519242719088
"504","Rubus caesius",8,FALSE,4,48,8,4.41988038667183e-05,20.6696428571429,3.41667451422648,21.5,15.0497133903048,18.3651309175409,22.9741547967448,25.0482874298061,26.2895723239809,28.6180163496031,24.5,72.1997724393767,4.23987091810641,8.91066784983034,3.70687438312068,5.11013556455003,5.85820890791704,7.10820666482386,8.49704492393542,9.88588318304698,5.1478150704935
"505","Tetradium daniellii",17,FALSE,4,126,14,0.000232917864975427,20.1658075601374,2.00268733846295,20,16.8716800278169,18.8150154774967,21.5165996427782,22.732354654041,23.459935092458,24.8247549923392,24.5,86.5610226646848,1.4151211174931,9.02219493970287,6.53642065020969,7.34711846049772,7.77929846335702,8.50145229886546,9.30381763926426,10.1061829796631,7.56967629690993
"507","Sanguisorba officinalis",15,FALSE,4,40,8,0.000864292718693543,21.5921296296296,2.38021665243053,20,17.677021635949,19.9866978943192,23.19756136494,24.6425000068873,25.5072376233103,27.129341578768,24.5,82.8118344283478,1,8.68907359849138,6.77375291816733,7.4552471652567,7.81854922666357,8.42561104201209,9.10010079220817,9.77459054240425,8.34266135414833
"508","Pastinaca sativa",9,FALSE,4,30,6,0.000274692103404519,18.5291545189504,1,18,16.884300891999,17.8546647687544,19.2036442691465,19.810706084495,20.1740081459019,20.8555023929913,21,57.2751480881564,3.05087466043012,8.70631971903169,3.50466021657556,4.69500939613939,5.32958013914496,6.38992002745788,7.56803462519539,8.74614922293291,5.76194418230514
"509","Tripleurospermum maritimum",80,FALSE,12,935,55,0.00263366208743009,17.9813183475093,2.51668297026673,17,13.841743235979,16.2838414795713,19.6787952154472,21.206577348034,22.1208934590395,23.8359984250241,24.5,80.4673992227562,4.45062613903067,9.12688353437251,4.06258081254007,5.50029563813704,6.26673609172183,7.54742448448228,8.97036226820055,10.3933000519188,3.9749214067702
"510","Arctium tomentosum",25,FALSE,7,171,19,0.000268323433479615,18.0723880597015,2.42024939699484,18.5,14.0914320609274,16.4399546485102,19.7048214708928,21.1740624634286,22.0533440584756,23.7027300990491,24.5,89.3852526520506,2.85029283051357,9.85393314722604,5.52684845237376,6.6774022606295,7.29075823844456,8.31564918430208,9.4543774333401,10.5931056823781,6.39531090174668
"513","Prunus armeniaca",12,TRUE,3,55,11,0.000524667451317542,13.4028201219512,2.84165908683441,12,8.72870686641204,11.4861501943299,15.3194900495726,17.0445527734279,18.0769333774904,20.0135076973573,19,54.2162600825358,10.5883830194911,7.120393300935,-0.206719286548479,2.01084906819816,3.19302655249973,5.16839329527341,7.36316916025537,9.55794502523733,3.78153410535989
"514","Salix myrsinifolia",70,FALSE,8,650,50,0.00516612829220082,11.3578120161043,2.46259861312218,10.5,7.30719775558465,9.69681449270633,13.0188095395023,14.513759124059,15.408426276624,17.086673064357,20,27.0975344033022,3.09662735815089,4.87852448389879,1.11179982012133,2.31104137060479,2.95035260364339,4.01861364295102,5.20552921452778,6.39244478610453,3.16227766016838
"517","Pyrus communis",18,TRUE,6,126,18,0.000388520429781917,12.5746652935119,1.10916368895083,12,10.7502533768582,11.8265457540248,13.3227848329989,13.996115755532,14.3990772101655,15.1549658832659,14.5,28.3102576351873,3.82633098006496,4.1352146715739,0.7701671300576,2.10323868352367,2.81389419594442,4.00136839795402,5.32073844829713,6.64010849864023,3.24037034920393
"518","Rosaceae spc",34,FALSE,9,527,31,0.000468627915785571,14.9748293515358,2.38053727114102,16,11.0591939870064,13.3691813621915,16.5804773408802,18.0256106182039,18.8904647160653,20.5127871713297,18.5,47.2846022878887,5.26242513781281,7.15541758110594,1.53974351251552,3.10308970188563,3.93650377062722,5.32910213780428,6.87638002788449,8.42365791796471,3.6331803987691
"519","Malus pumila",6,TRUE,4,30,6,4.23557557162034e-05,11.1682242990654,1.29210944472202,11,9.04289339249616,10.2967097224689,12.039738875662,12.8241291808039,13.2935552056347,14.1741203588226,13.5,16.6769694984601,1.30532353966759,3.83405787775824,1.42587449516837,2.20448682904126,2.61956218314876,3.3131349005596,4.08374454373191,4.85435418690422,3.20936133677715
"520","Anemone sylvestris",27,FALSE,6,160,20,0.000600138770647755,11.7288474350433,2.5455373900302,11,7.54181102651155,10.0119085567271,13.4457863133596,14.9910848623888,15.9158838435751,17.6506529306315,20,22.7714577879909,4.045117109427,3.88587189444017,0.0930831696780912,1.46373687259062,2.19442728981697,3.41537893931069,4.77194486430752,6.12851078930435,3.20936133677715
"521","Anemone nemorosa",29,FALSE,6,168,21,0.00153901221735008,11.5266441382895,2.43183294783464,11,7.52663489390365,9.88639774078596,13.1668905357931,14.64316345973,15.5266533826754,17.1839335465071,20,24.3387201937901,3.5973077664373,4.06201920231798,0.521144873459725,1.81370570600656,2.50276510300609,3.65415314304537,4.93342884754509,6.21270455204481,3.20936133677715
"523","Cistus albidus",26,FALSE,3,75,15,0.000984076552426447,19.2573170731707,2.60942844951468,19,14.9651892237162,17.497284330103,21.0173498162384,22.6014341878229,23.5494449226253,25.3277553991609,26.5,55.8855915653707,3.92051436168718,8.05605371940878,2.86943065695669,4.21880894706826,4.93815752045531,6.14015744618557,7.47566663016555,8.81117581414553,0.316227767597977
"524","Pyrus cordata",7,FALSE,3,35,7,0.000157189823717927,12.9351145038168,1,12.5,11.2902608768653,12.2606247536207,13.6096042540129,14.2166660693614,14.5799681307683,15.2614623778576,14,40.0756704260694,3.94480182557332,5.16720434664626,1.71005307795239,3.06360459295138,3.78517789708382,4.99089525034457,6.3305347662002,7.67017428205582,3.78153410535989
"525","Echium plantagineum",72,FALSE,6,216,27,0.00448243375589457,19.5569337854719,3.09797152969945,20.5,14.4612240786534,17.4673837422904,21.6464838286535,23.5271440493709,24.6526434922905,26.7638932674273,26.5,46.0431494531645,4.4499050804802,7.56306821071977,1.87812637962406,3.31572473637734,4.08210310085252,5.36268774543316,6.78551025739144,8.20833276934973,1.22474487139159
"529","Centaurea jacea",46,FALSE,6,240,24,0.00117250488783693,18.4911383776415,1.49036793771806,18.5,16.0397012697938,17.4859004796298,19.4963762756532,20.4011217414616,20.9425754854892,21.9582526610905,21.5,106.134254813792,1,10.4833201563245,7.97580019390073,8.6572944409901,9.02059650239697,9.62765831774549,10.3021480679416,10.9766378181377,7.87400787401181
"530","Ficaria verna",20,FALSE,6,108,18,0.00114893327342427,11.240508533612,1.19416100583378,11,9.27628847200225,10.4350591750932,12.0459578921307,12.7708874401506,13.2047285952217,14.0185424507959,17,17.7276857132994,1.10698470997245,3.78153410535989,1.76279751631526,2.47982038160221,2.86206261790453,3.50077263505661,4.2104258351501,4.92007903524358,3.16227766016838
"539","Rosa multiflora",16,FALSE,4,120,15,0.000499385708159783,18.7003205128205,1.00436891331302,19.5,17.0482806629603,18.0228839753753,19.3777570502657,19.9874710660611,20.3523603626807,21.036831999059,20,35.268268847155,1.6563762146756,5.45893772999839,2.94469312428985,3.82177813045493,4.28934890178536,5.07063915967321,5.93870935870371,6.80677955773421,4.57165173870451
"541","Jasione montana",21,FALSE,5,48,8,0.00105201812754689,20.7746104142911,2.5841240932188,20.5,16.5241045270675,19.0316452001803,22.517575628402,24.0862986915172,25.0251163015148,26.7861820048084,25.5,49.219068434623,9.84623575529875,8.36062207793176,-0.284149732679528,1.85429144773068,2.99428652818584,4.89916832365258,7.01563029489318,9.13209226613378,1.22474487139159
"549","Dasiphora fruticosa",24,FALSE,5,144,18,0.000371118414627362,17.6082974137931,1.22093660880152,17,15.6000354045281,16.7847881855173,18.4318066420689,19.1729906362334,19.6165594230581,20.4486206980172,21,107.734363313083,1.17132598133046,10.2615789769411,7.86176106618774,8.59932739518462,8.99252127597423,9.64953101088116,10.3795165259796,11.109502041078,9.02219493970287
"552","Trifolium fragiferum",9,FALSE,7,48,8,0.000227979830043647,21.3479789103691,3.42682566119585,22.5,15.7113522926207,19.0366201261835,23.6593376945546,25.739632701323,26.9846055281174,29.3199675020006,26.5,54.2842863440413,12.0460254231137,6.84835757901119,-0.706357953786289,1.65893033645766,2.91985677176839,5.02680955886916,7.36778707238756,9.70876458590596,0.707106781186548
"556","Lupinus polyphyllus",14,FALSE,2,55,11,0.0007521020418401,16.3332446808511,1,16,14.6883910538996,15.658754930655,17.0077344310471,17.6147962463957,17.9780983078025,18.6595925548919,17,49.9514838324049,2.60218750187278,7.05691145190302,3.31493546747325,4.41427409322076,5.00032744675097,5.97959690453337,7.06763636815059,8.15567583176782,5.1478150704935
"558","Thalictrum simplex",17,FALSE,6,126,14,0.000297691145768167,19.1458333333333,1.9730441474322,18.5,15.9004645112941,17.8150352792059,20.4766313874607,21.6743911493637,22.3912021553726,23.735820391101,24,67.4078941361542,1.71225834717064,8.32466233849758,5.1661283375512,6.05788598019202,6.53327867973487,7.32763903670712,8.21023106472371,9.0928230927403,4.88876258576749
"561","Allium cepa",10,TRUE,5,56,8,0.000489357952728701,20.0543744889616,3.37066798982246,19,14.5101190206529,17.7808934785124,22.3278554994109,24.3740593282497,25.5986299572703,27.8957208011826,24.5,33.7254927319308,14.6502647348308,3.53553390593274,-3.09688562818376,-0.488421129457035,0.902141642776885,3.22571106486998,5.80736538646664,8.38901970806331,2.21359438357618
"563","Papaver orientale",7,FALSE,2,30,6,0.000245841908961104,17.9845276872964,1.25799434679047,18.5,15.9153111232937,17.1360233945816,18.8330319800112,19.596712311872,20.0537442512992,20.9110601615078,19,57.4817200021252,3.41586853513517,7.15541758110594,3.28209794047922,4.54164027152981,5.21309762755924,6.33507342891272,7.58167000087218,8.82826657283165,5.91607978309962
"571","Syringa oblata",11,FALSE,2,24,8,0.000403176289021738,15.9365079365079,2.00072889099688,16.5,12.6456017636051,14.5870368066094,17.2859790664065,18.5005451789953,19.2274141094107,20.5908993386106,17.5,24.1472813228163,1,4.85798315970733,2.58764045753019,3.26913470461956,3.63243676602643,4.23949858137495,4.91398833157103,5.58847808176712,3.6469165318115
"573","Bunias orientalis",21,FALSE,7,112,14,0.00126470587166305,16.3080328905756,1.5400871354802,16.5,13.7748149799597,15.2692599032854,17.3468058778659,18.2817339701254,18.8412508011915,19.8908113240376,19.5,40.1415660995549,4.6207514665731,6.13188407343126,1.33503535465397,2.79997083980788,3.58092252627853,4.88585855293492,6.33573721831602,7.78561588369713,3.83405787775824
"574","Capsella grandiflora",9,FALSE,6,40,8,0.000462157656884398,17.4134948096886,1.69615033459562,16,14.623575779974,16.2694587942122,18.557530825165,19.5871989263886,20.2034138394031,21.3593305346288,21,71.5057565849588,6.43398075662127,9.54463191904224,2.55525816635252,4.28388827399102,5.20541458796546,6.74524465357645,8.4561076497972,10.166970646018,4.43846828984955
"575","Potentilla erecta",14,FALSE,5,30,6,0.000561405557470013,16.7204415954416,1.3951916527251,17.5,14.4255555451643,15.7793991261194,17.6614840647638,18.5084516422262,19.0153276457189,19.9661427306382,19.5,100.825056173945,1.68006049603052,10.473776997817,7.02582230987142,7.90915571422613,8.38005748351067,9.16691369292962,10.0411680682053,10.9154224434809,3.83405787775824
"582","Anchusa officinalis",8,FALSE,6,30,6,0.000187144723123284,17.2687366167024,1,17,15.6238829897509,16.5942468665063,17.9432263668984,18.550288182247,18.9135902436538,19.5950844907432,18,50.2279618786841,5.42808217163992,5.1478150704935,1.66718656177794,3.25494855099098,4.10137859228365,5.51572607889808,7.0871688196828,8.65861156046752,4.8682646559118
"586","Anemone ranunculoides",10,FALSE,3,28,7,0.000472370747242772,11.1740050804403,3.12629525102546,10,6.03170699786989,9.06535097753693,13.2826591833436,15.1805136537466,16.3163031630107,18.4468553912873,19.5,20.4813056523737,4.92557472216677,3.6469165318115,-0.637384104688859,0.875099410648775,1.68139877606956,3.02868966286287,4.52562765286471,6.02256564286654,3.16227766016838
"590","Spiraea chamaedryfolia",11,FALSE,2,45,9,0.000356369164294955,15.8494382022472,1,16,14.2045845752957,15.1749484520511,16.5239279524433,17.1309897677918,17.4942918291987,18.175786076288,16,27.9929787251104,1,5.46808921104987,2.96449125837572,3.64598550546509,4.00928756687196,4.61634938222048,5.29083913241656,5.96532888261264,4.56070182537732
"597","Acer platanoides",6,FALSE,2,30,6,0.000148509156627379,10.7674731182796,1,11,9.1226194913281,10.0929833680835,11.4419628684757,12.0490246838242,12.412326745231,13.0938209923204,11,17.2164247133673,1,3.88587189444017,1.82292009915241,2.50441434624178,2.86771640764865,3.47477822299717,4.14926797319325,4.82375772338934,3.88587189444017
"605","Aronia melanocarpa",6,FALSE,3,36,6,0.000105300206415905,14.157196969697,1,13.5,12.5123433427455,13.4827072195009,14.831686719893,15.4387485352416,15.8020505966484,16.4835448437378,16,40.622329973832,1,6.81175465867643,4.04721706042338,4.72871130751275,5.09201336891962,5.69907518426814,6.37356493446423,7.04805468466031,4.56070182537732
"607","Syringa josikaea",17,FALSE,4,60,10,0.000412854120455036,20.343507751938,1.86433068575734,20.5,17.2769566616331,19.0860358134186,21.6009796904574,22.7327436609632,23.4100588422429,24.6805894792587,24.5,67.7236707211121,2.43421214713156,7.79102052108708,4.59988018477418,5.66314491168162,6.22996740322355,7.17710293381568,8.22943927136668,9.28177560891768,4.76445177958598
"621","Hieracium laevigatum",30,FALSE,6,231,21,0.000595267311109605,18.1790994623656,1.78596109225618,19,15.2414548821738,16.9744870113898,19.3837119133414,20.4679006961482,21.1167440425574,22.3338662524554,21.5,126.660097544726,2.30543227931262,11.4586213437743,7.72209163830655,8.75684865215457,9.30847378735091,10.2302152018295,11.2543368327381,12.2784584636467,8.13633852417659
"623","Hylotelephium telephium",11,FALSE,4,63,9,0.000372989218343662,17.2727759914255,1.62277530454364,16.5,14.6035481460196,16.1782306816395,18.3673213012115,19.3524462234905,19.9420038368314,21.0479158711966,21.5,131.471641294499,1.41176344119322,11.5368975942408,8.70199645635604,9.51173191883652,9.94339889764057,10.6646954924466,11.4661083761885,12.2675212599303,8.56154209532372
"627","Photinia glabra",6,FALSE,1,30,6,0.00010255482862126,13.9066147859922,2.09282512675732,13,10.4642237856703,12.4950256890416,15.3182038829428,16.5886781035991,17.3490057863142,18.7752540703634,16.5,63.8335916865621,1.05260510575605,8.77496438739212,5.60284016616637,6.30202971843987,6.67476508156289,7.29758953046863,7.98959271093102,8.68159589139341,6.20483682299543
"629","Quercus pyrenaica",12,FALSE,2,32,8,0.000284932130527266,16.566011235955,4.13976929718435,14,9.75669669273899,13.7737792768277,19.3582431950823,21.8713390597551,23.3753257791711,26.1965547394794,24.5,55.2447599594539,7.62930018100386,8.43800951528262,1.00703271930571,2.8894007808823,3.89288422922835,5.56966107289979,7.43268188202979,9.29570269115979,1.84390891721907
"631","Quercus petraea",10,FALSE,4,45,9,0.000100075682368073,15.28,2.37194106538731,14.5,11.3785041356825,13.6801500633271,16.8798499366729,18.3197647857266,19.1814958643175,20.7979600548139,24,50.2753377977866,3.77032777357307,6.20483682299543,2.57336353062961,3.89664352766788,4.60207919758842,5.78083127164825,7.09051040460323,8.40018953755821,1.84390891721907
"632","Diplotaxis erucoides",45,FALSE,4,105,15,0.0025927191473052,24.055152730639,4.22971087439476,26.5,17.0978974579347,21.2022560995669,26.9080493617112,29.4757453235207,31.0124080033433,33.8949316310947,28.5,12.8594688970755,5.73717350214221,4.26614589061368,-1.98615075659881,-0.353808640576041,0.516386901360148,1.97044549753298,3.58601016410655,5.20157483068012,0.316227767597977
"634","Acer campestre",12,FALSE,5,84,12,0.00022226872623569,14.0287769784173,1,14,12.3839233514658,13.3542872282212,14.7032667286134,15.3103285439619,15.6736306053687,16.3551248524581,16,61.027667735461,2.05156394926791,8.28854659032571,4.47992715745684,5.4560505563805,5.97641832842119,6.84593005957019,7.81202072036813,8.77811138116607,3.75499672170296
"635","Carduus tenuiflorus",22,FALSE,3,136,17,0.000369657939881692,18.8354978354979,2.67436278920282,19,14.4365625018936,17.0316675458748,20.639328125121,22.262831654835,23.2344331691022,25.0569960245738,25,52.7984799632805,1.10563989063803,7.18331415782437,4.82011513746181,5.53670233311336,5.91871231554515,6.55703424666292,7.26625625499683,7.97547826333073,4.69041575982343
"637","Hedera hibernica",9,FALSE,3,35,7,0.000321537119819212,20.9265255292652,3.57946223378257,21.5,15.0388340914922,18.5122149413649,23.3408361171655,25.513790958777,26.8142169670383,29.2535998870348,25,31.4238067897795,14.1006026823794,7.02139581849649,-3.12992107208093,-0.570857753063832,0.793369433064866,3.07293324548045,5.60569413987059,8.13845503426073,1.0488088596117
"640","Oenanthe crocata",14,FALSE,3,70,10,0.000889748791340527,16.8403776978418,1.50905708923676,16,14.3581996713338,15.8225341586908,17.8582212369927,18.7743121730493,19.3225557243497,20.350969449194,20.5,60.5208497719694,1,8.11172010426889,5.45316687766247,6.13466112475183,6.49796318615871,7.10502500150722,7.77951475170331,8.45400450189939,3.88587189444017
"644","Sorbus graeca",25,FALSE,4,135,15,0.0014771815208564,15.3852192744993,3.54556556761477,16,9.55328289101385,12.9937716404949,17.7766669085036,19.929044378417,21.2171556579847,23.6334381949923,22,80.140606712307,3.71559839587812,8.94427190999916,4.46788661881944,5.78152726389212,6.48182423094807,7.65198975783159,8.9521286134811,10.2522674691306,4.25440952189608
"645","Trifolium ochroleucon",9,FALSE,4,24,6,0.000352112800022468,21.0822928490352,1.17974562379745,20.5,19.1417839808518,20.2865665179451,21.8780191801253,22.5941977001572,23.0228017172186,23.8267915728654,22.5,74.8051547779632,1,8.1608822115014,6.3226494538558,7.00414370094517,7.36744576235204,7.97450757770056,8.64899732789664,9.32348707809272,5.93295885372552
"646","Sonchus asper",27,FALSE,5,162,18,0.000386415345774322,18.7854922279792,3.80919352111691,18,12.51992644901,16.2162302414725,21.3547542144859,23.667170148429,25.0510580069484,27.6470014776397,27.5,59.1061921503839,5.2617813069091,7.79102052108708,2.35174511022754,3.91499566295186,4.74835874815147,6.14087192406527,7.68805516046704,9.23523839686881,2.58843587635468
"647","Quercus suber",20,FALSE,3,55,11,0.00114680924642566,20.8804954640613,3.53204328073393,20.5,15.0708012631965,18.4981684739574,23.2628224541653,25.4069910600572,26.6901896649261,29.097256841217,25.5,28.9798635703379,7.20726872844816,6.02494806948574,-0.862101642277545,0.967462128426876,1.94279580469939,3.57253561348469,5.38329486191662,7.19405411034854,1.22474487139159
"648","Quercus cerris",6,FALSE,3,24,6,0.000440107067807626,14.5881017257039,1.09542608256776,14,12.7862861607351,13.8492480609145,15.3269553904933,15.991946736757,16.3899172906727,17.1364438640543,20,87.05650378773,4.25544724621735,8.28854659032571,4.53144600585159,5.93728245652579,6.68672866639802,7.93902042304066,9.33040748240558,10.7217945417705,5.18652095532256
"649","Reseda phyteuma",17,FALSE,3,28,7,0.000537716723808395,20.7265625,4.34343435310235,22.5,13.582248750874,17.7969605481829,23.6561644518171,26.2928975950585,27.870876249126,30.8309017733756,27,37.2888119955629,7.42475935747012,7.15541758110594,-0.232471861404752,1.6244917146481,2.61443212576504,4.26857914803167,6.10645658263144,7.94433401723121,1.51657507298518
"651","Quercus suber x Quercus trojana",16,FALSE,3,50,10,0.000594225165052292,21.350269179004,3.59352531226904,22.5,15.4394460355764,18.9264731888084,23.7740651691997,25.9555571687666,27.2610923224317,29.7100591495131,25.5,22.9284498684,7.20991485233498,6.02494806948574,-1.45817679098403,0.371722807916738,1.34723551295807,2.97727447096641,4.78836609590369,6.59945772084097,1.22474487139159
"655","Pyracantha coccinea",9,FALSE,5,56,8,0.000210637361981936,16.6777566539924,1.95965485437845,17,13.454411259195,15.3559895407921,17.9995237671927,19.1891554005482,19.9011020487898,21.2365955583295,19.5,76.7635729727467,4.1336453365066,8.01249053540783,4.03169882696574,5.41726987462626,6.15591267313947,7.39015240308519,8.76148235019319,10.1328122973012,7.1274118191669
"658","Beta vulgaris",7,TRUE,4,36,6,0.000427631975008769,24.1304957904584,2.73938978641259,26,19.6246005646438,22.2828054577313,25.9781861231855,27.6411650598723,28.636391016273,30.5032693962485,26,16.0580862709444,4.60375090637681,4.01248057690003,-0.984239948346968,0.477998175399914,1.25751190848546,2.56004517808354,4.00725420593009,5.45446323377664,0
"659","Tilia americana x Tilia x moltkei",13,FALSE,3,48,8,0.000117725465944201,18.2006802721088,2.58484680063431,18.5,13.9489856369716,16.4572275992539,19.9441329449638,21.5132947361547,22.4523749072461,24.2139331314857,21,68.5773841875884,2.86521011316812,8.06225774829855,4.34335318887447,5.49691383532639,6.11187274745771,7.13944212627579,8.28114630879013,9.42285049130447,6.39531090174668
"667","Carlina vulgaris",21,FALSE,4,44,11,0.00188113112688723,26.4126275510205,1.84439256976574,27,23.378871743119,25.1686036673757,27.6566514346653,28.7763117362826,29.446383358922,30.7033262845917,28,0.959583936162003,3.38806395998914,0,-3.30245386885085,-2.0480482397627,-1.37932924054224,-0.261929113351153,0.979583552415006,2.22109621818117,0
"669","Crepis bursifolia",30,FALSE,5,91,13,0.00103690241274726,23.7546296296297,2.49657769959774,24,19.6481247454802,22.0707135606829,25.4385456985765,26.9541226890529,27.8611345137792,29.5625378534666,27.5,13.9433076561294,9.79440712027912,3.74165738677394,-3.54646851159256,-1.41366292255986,-0.276672155014811,1.62318956530558,3.73407386859571,5.84495817188584,0
"670","Clematis flammula",20,FALSE,4,60,10,0.00151838563946281,24.0512381454161,2.1334764556353,25,20.5419816593488,22.6122301438055,25.4902461470268,26.7853982371881,27.5604946314834,29.0144465622995,26.5,25.0018831312946,2.55801118536117,4.60434585581926,1.2794778278836,2.36944498914016,2.95050244962725,3.92142398918342,5.00018830958341,6.07895262998341,1.94935885665005
"671","Daphne gnidium",22,FALSE,3,40,10,0.0017943629745008,24.8172498328505,1.64969666235449,25,22.103740294407,23.7045463431597,25.9299533225413,26.9314211731646,27.530759371294,28.6550181561311,27,3.00799219219923,4.97138173412136,0.547722568459617,-3.45260734695753,-1.93310718681116,-1.12306727400635,0.230473903458431,1.73435642017413,3.23823893688983,0.316227767597977
"672","Pulicaria dysenterica",16,FALSE,4,45,9,0.000593141668406997,23.6113360323887,2.05751690066616,24,20.227021895814,22.2235619720342,24.9991100927432,26.2481500375719,26.9956501689634,28.3978361000565,28,5.03382310466915,9.50558714110561,1.84390891721907,-4.92877558360016,-2.82765165952347,-1.70755027033558,0.164090039277981,2.2436183063679,4.32314657345781,0
"679","Daucus carota",13,TRUE,5,60,10,0.000144685653265651,23.9033149171271,1.58692373194914,24,21.2930576609352,22.8329511255845,24.9736787086697,25.9370395102064,26.513572173319,27.5950515672119,26,10.7830087694251,6.01314965517091,2.07364418138696,-2.4208569388845,-0.749715530977656,0.141163769893862,1.62978402035208,3.28374919405016,4.93771436774825,0.707106781186548
"690","Pyrus ussuriensis",7,FALSE,2,28,7,8.95623668576718e-05,12.2219730941704,1,12,10.5771194672189,11.5474833439743,12.8964628443665,13.503524659715,13.8668267211219,14.5483209682112,13,17.3419600633597,1,3.68781783443814,1.83802003278004,2.51951427986941,2.88281634127628,3.4898781566248,4.16436790682088,4.83885765701696,3.6331803987691
"694","Sorbus danubialis",6,FALSE,2,24,6,0.000174659208711769,15.6800458715596,2.75664980706844,14.5,11.145760438168,13.820713831812,17.5393779113073,19.2128347474664,20.2143313049512,22.0929722897084,19,40.9462252082029,1.63298028265177,6.09918033509422,3.42612761260218,4.2969962778907,4.76125314090201,5.53700600328951,6.39892375389822,7.26084150450694,3.75499672170296
"695","Allium stipitatum",11,FALSE,4,88,11,0.000387794286632152,15.5262886597938,1.69320856718446,14.5,12.7412084068751,14.3842368362837,16.6683404833039,17.6962227498626,18.3113689127125,19.4652808103711,19,39.9068370609432,1.14326017018183,6.51152835592382,3.82977688699522,4.55845333183282,4.94690804827215,5.59599884734211,6.31718584980236,7.03837285226261,4.43846828984955
"696","Rumex longifolius",10,FALSE,4,54,9,8.32013693296086e-05,20.0384615384615,2.52494062463533,20.5,15.885303794193,18.3354149672913,21.7415081096318,23.2743031488701,24.1916192827301,25.9123517926613,25,88.8827092176257,8.17389859161285,11.0589331809176,2.77672695460151,4.72512110366808,5.76380281494033,7.49939441266614,9.42776268356526,11.3561309544644,4.91934962774552
